O,S,N,Date,TSC,ASC,SharePerPerson,EPS,NAPS,ROE,Rev,RevYoy,Profit,InvestProfit,TotalProfit,NetProfit,NetProfitYoy,UndisProfit,UndisProfitPerShare,MarginRate,TotalAssets,CurrentAssets,FixedAssets,IntangibleAssets,TotalLiabilities,CurrentLiabilities,LongtermLiabilities,LiabilityAssetRatio,Equity,EquityRatio,ReserveFunds,ReserveFundsPerShare,BSC,HSC,IPODate
order,Symbol,Name,Date,Total Share Capital,circulation shares capital,Share per person,earnings per share,net assets per share,Rate of Return on Common Stockholders’ Equity?,operating revenue,Revenue Year-on-year,Operating Profit,income from investments,TotalProfit,,,undistributed profit,,Profit margin on sales ratio,,circulating assets or current assets,,Intangible Assets,Total liabilities,Current Liabilities,long-term liability,liability - to asset ratio.,shareholders' equity ,Equity Ratio,common reserve funds ,,circulation shares capital,circulation sahres captical,IPO Date
序,代码,名称,更新日期,总股本,流通A股,人均持股数,每股收益,每股净资产,加权净资产收益率,营业收入,营业收入同比,营业利润,投资收益,利润总额,净利润,净利润同比,未分配利润,每股未分配利润,销售毛利率,总资产,,固定资产,无形资产,总负债,流动负债,长期负债,资产负债比率,股东权益,股东权益比,公积金,每股公积金,流通B股,H股,上市日期
2095,002663,普邦园林,2014/06/30,5.59亿,2.58亿,7027,0.36,4.15,8.92,15.7亿,42.54,2.35亿,80.9万,2.37亿,2.02亿,30.26,7.02亿,1.26,22.17,35.9亿,31.4亿,2.20亿,526万,12.7亿,5.70亿,6.95亿,35.28,23.2亿,64.60,9.83亿,1.76,0,0,2012/03/16
2096,002664,信质电机,2014/06/30,2.00亿,6914万,8278,0.40,6.09,6.72,7.34亿,21.40,9369万,184万,9487万,8069万,28.35,3.41亿,1.70,22.00,17.0亿,12.5亿,3.22亿,7151万,4.72亿,4.71亿,150万,27.70,12.2亿,71.41,7.04亿,5.28,0,0,2012/03/16
2097,002665,首航节能,2014/06/30,2.67亿,1.27亿,1.21万,0.32,6.86,4.66,3.48亿,-17.51,5468万,17.2万,9393万,8528万,3.53,4.22亿,1.58,34.95,27.0亿,22.1亿,3.34亿,8567万,8.36亿,8.36亿,0,30.92,18.3亿,67.72,10.9亿,4.07,0,0,2012/03/27
2098,002666,德联集团,2014/06/30,3.20亿,1.13亿,7028,0.19,4.73,3.92,7.40亿,9.83,8318万,152万,8298万,5999万,1.87,7.05亿,2.05,19.52,18.6亿,14.4亿,1.85亿,5699万,2.96亿,2.88亿,822万,15.92,15.6亿,83.91,5.20亿,1.63,0,0,2012/03/27
2099,002667,鞍重股份,2014/06/30,6798万,2798万,3094,0.35,10.82,3.26,1.06亿,-3.01,2332万,102万,2769万,2377万,-18.60,2.42亿,3.56,46.89,8.76亿,6.98亿,9911万,3961万,1.40亿,1.24亿,1598万,16.00,7.36亿,84.00,3.99亿,5.87,0,0,2012/03/29
2100,002668,奥马电器,2014/06/30,1.65亿,7235万,5311,0.71,8.65,8.30,24.9亿,13.89,1.36亿,1163万,1.38亿,1.17亿,19.17,7.39亿,4.47,23.88,28.9亿,22.0亿,5.84亿,7342万,14.6亿,14.3亿,2997万,50.53,14.3亿,49.47,4.51亿,2.73,0,0,2012/04/16
2101,002669,康达新材,2014/06/30,2.00亿,7227万,4010,0.12,2.88,4.05,1.98亿,45.16,2734万,0,2779万,2321万,37.59,1.30亿,0.65,31.66,6.86亿,4.80亿,8573万,3680万,1.11亿,1.11亿,6.67万,16.12,5.75亿,83.88,2.30亿,1.65,0,0,2012/04/16
2102,002670,华声股份,2014/06/30,2.00亿,8238万,5102,0.27,3.93,6.55,7.82亿,9.38,6322万,0,6434万,5301万,26.54,1.35亿,0.67,15.56,14.1亿,10.7亿,2.28亿,3295万,6.24亿,5.56亿,6800万,44.25,7.86亿,55.75,4.29亿,2.15,0,0,2012/04/16
2103,002671,龙泉股份,2014/06/30,4.44亿,1.83亿,1.44万,0.17,3.12,5.46,4.80亿,31.97,9655万,0,9775万,7283万,30.60,2.47亿,0.56,33.15,20.7亿,14.3亿,5.27亿,6860万,6.80亿,4.47亿,2.33亿,32.84,13.9亿,66.89,6.49亿,1.46,0,0,2012/04/26
2104,002672,东江环保,2014/06/30,3.47亿,1.27亿,1.76万,0.39,7.00,5.66,8.49亿,19.92,1.72亿,2474万,1.74亿,1.36亿,17.46,11.2亿,3.22,32.24,37.5亿,17.8亿,6.45亿,4.78亿,10.9亿,6.38亿,4.51亿,29.04,24.3亿,64.81,8.55亿,2.46,0,8006万,2012/04/26
2105,002673,西部证券,2014/06/30,12.0亿,6.88亿,1.82万,0.13,3.96,3.22,5.50亿,-2.77,2.08亿,3491万,2.08亿,1.52亿,-12.53,8.15亿,0.68,0.00,124亿,0,1.52亿,1.05亿,76.5亿,0,0,61.65,47.6亿,38.35,15.2亿,1.26,0,0,2012/05/03
2106,002674,兴业科技,2014/06/30,2.43亿,1.24亿,7889,0.24,6.38,3.78,8.15亿,19.76,6137万,556万,6824万,5939万,-28.68,5.18亿,2.13,14.32,24.1亿,18.1亿,4.24亿,4714万,8.62亿,8.61亿,23.2万,35.72,15.5亿,64.28,7.17亿,2.95,0,0,2012/05/07
2107,002675,东诚药业,2014/06/30,1.73亿,1.19亿,1.01万,0.32,6.48,4.95,4.05亿,2.10,6771万,378万,6839万,5525万,-7.36,3.10亿,1.79,30.57,13.2亿,7.85亿,2.75亿,6330万,1.87亿,1.76亿,1073万,14.13,11.2亿,84.67,5.74亿,3.32,0,0,2012/05/25
2108,002676,顺威股份,2014/06/30,1.60亿,4275万,2231,0.21,6.50,3.17,8.69亿,26.95,4662万,7.00万,4604万,3308万,-20.25,2.30亿,1.37,18.09,17.8亿,12.1亿,4.06亿,1.08亿,7.06亿,6.52亿,5403万,39.72,10.5亿,59.17,6.21亿,3.88,0,0,2012/05/25
2109,002677,浙江美大,2014/06/30,2.00亿,5000万,4026,0.24,4.49,5.30,1.71亿,9.94,5344万,1756万,5565万,4815万,18.25,1.99亿,1.00,50.85,10.1亿,5.64亿,1.83亿,6244万,1.11亿,1.07亿,339万,10.98,8.98亿,89.02,4.72亿,2.36,0,0,2012/05/25
2110,002678,珠江钢琴,2014/06/30,9.56亿,1.52亿,8238,0.09,1.91,4.87,7.24亿,2.85,1.06亿,457万,1.08亿,8919万,-14.55,4.77亿,0.50,28.48,22.9亿,14.1亿,5.46亿,8309万,4.56亿,3.82亿,7435万,19.93,18.2亿,79.68,3.24亿,0.34,0,0,2012/05/30
2111,002679,福建金森,2014/06/30,1.39亿,3468万,2634,0.03,4.80,0.65,6592万,15.38,-267万,134万,435万,433万,15.85,1.75亿,1.26,62.88,13.7亿,12.1亿,3195万,1169万,7.03亿,1.57亿,5.46亿,51.35,6.66亿,48.62,3.42亿,2.46,0,0,2012/06/05
2112,002680,黄海机械,2014/06/30,8000万,2399万,2889,0.12,8.82,1.35,6614万,-48.82,1053万,0,1116万,962万,-56.17,1.52亿,1.90,32.82,7.74亿,6.32亿,1.18亿,1975万,6763万,6102万,662万,8.74,7.06亿,91.26,4.50亿,5.63,0,0,2012/06/05
2113,002681,奋达科技,2014/06/30,3.00亿,7500万,2885,0.19,3.35,5.58,3.87亿,-7.55,6402万,298万,6789万,5612万,21.44,3.69亿,1.23,24.24,12.3亿,9.47亿,1.63亿,7661万,2.30亿,2.23亿,791万,18.66,10.0亿,81.29,2.92亿,0.97,0,0,2012/06/05
2114,002682,龙洲股份,2014/06/30,2.08亿,1.43亿,9522,0.11,5.14,2.10,11.0亿,16.53,2852万,967万,4724万,2237万,-41.57,4.98亿,2.39,13.82,28.3亿,12.6亿,7.22亿,5.01亿,15.9亿,12.1亿,3.84亿,56.23,10.7亿,37.73,3.08亿,1.48,0,0,2012/06/12
2115,002683,宏大爆破,2014/06/30,2.19亿,1.05亿,1.98万,0.38,6.13,6.10,14.8亿,43.91,1.48亿,13.5万,1.53亿,8253万,27.00,3.80亿,1.73,23.14,34.6亿,22.5亿,6.19亿,9649万,17.8亿,15.8亿,2.05亿,51.47,13.4亿,38.77,6.94亿,3.17,0,0,2012/06/12
2116,002684,猛狮科技,2014/06/30,1.06亿,5143万,4946,0.03,4.84,0.54,2.47亿,66.43,16.7万,0,215万,278万,0.00,1.48亿,1.40,18.55,9.76亿,3.48亿,2.94亿,4197万,4.58亿,4.13亿,4547万,46.90,5.14亿,52.64,2.42亿,2.28,0,0,2012/06/12
2117,002685,华东重机,2014/06/30,2.00亿,9950万,5394,0.03,3.94,0.65,1.79亿,3.05,630万,141万,644万,509万,-34.50,1.30亿,0.65,13.30,10.2亿,7.72亿,1.38亿,5899万,2.35亿,2.35亿,-2.36万,23.00,7.88亿,77.00,4.38亿,2.19,0,0,2012/06/12
2118,002686,亿利达,2014/06/30,2.72亿,6801万,6522,0.14,2.72,5.11,3.03亿,0.88,4718万,0,4756万,3789万,0.13,2.22亿,0.81,34.41,10.0亿,6.52亿,1.29亿,8372万,2.30亿,2.12亿,1786万,22.93,7.40亿,73.73,2.24亿,0.82,0,0,2012/07/03
2119,002687,乔治白,2014/06/30,2.37亿,6961万,5555,0.16,4.03,3.93,2.87亿,-2.82,4444万,0,4719万,3803万,-2.14,1.78亿,0.75,48.74,11.0亿,5.47亿,2.78亿,4824万,1.46亿,1.39亿,712万,13.27,9.54亿,86.73,4.82亿,2.04,0,0,2012/07/13
2120,002688,金河生物,2014/06/30,2.18亿,1.08亿,6226,0.23,4.23,5.35,3.61亿,7.10,5529万,69.0万,5761万,4923万,9.38,1.69亿,0.78,36.38,10.3亿,5.14亿,4.23亿,3284万,1.04亿,8752万,1675万,10.13,9.22亿,89.55,4.98亿,2.29,0,0,2012/07/13
2121,002689,博林特,2014/06/30,5.24亿,1.71亿,9609,0.11,2.39,4.31,7.59亿,25.93,6221万,0,7061万,5787万,12.76,1.71亿,0.33,34.66,27.0亿,16.4亿,6.59亿,3.13亿,14.6亿,12.5亿,2.04亿,53.85,12.5亿,46.31,5.18亿,0.99,0,0,2012/07/17
2122,002690,美亚光电,2014/06/30,3.38亿,1.11亿,1.87万,0.32,4.60,6.82,2.81亿,17.29,1.02亿,818万,1.21亿,1.07亿,49.56,3.76亿,1.11,56.98,16.9亿,14.1亿,2.28亿,3251万,1.34亿,9424万,4002万,7.96,15.5亿,92.04,7.35亿,2.17,0,0,2012/07/31
2123,002691,石中装备,2014/06/30,2.00亿,6597万,4336,0.09,4.01,2.16,1.38亿,-6.32,1808万,0,2083万,1726万,-5.76,1.45亿,0.73,44.49,9.08亿,7.92亿,7740万,2396万,1.05亿,7871万,2634万,11.58,8.02亿,88.42,4.42亿,2.21,0,0,2012/07/31
2124,002692,远程电缆,2014/06/30,3.26亿,1.08亿,5527,0.16,3.80,4.11,11.4亿,6.62,7188万,0,7168万,5104万,-24.50,3.34亿,1.02,15.86,27.3亿,20.2亿,4.89亿,5383万,14.0亿,13.7亿,2776万,51.19,12.4亿,45.47,5.40亿,1.65,0,0,2012/08/08
2125,002693,双成药业,2014/06/30,2.70亿,1.34亿,9856,0.10,3.19,3.05,7001万,1.95,3053万,616万,3155万,2680万,-12.65,1.48亿,0.55,58.67,9.02亿,6.16亿,2.05亿,608万,4039万,2087万,1951万,4.48,8.61亿,95.52,4.22亿,1.56,0,0,2012/08/08
2126,002694,顾地科技,2014/06/30,3.46亿,1.27亿,8471,0.13,3.05,4.25,8.73亿,2.83,4970万,0,5319万,4460万,-14.74,3.22亿,0.93,21.59,22.4亿,13.2亿,5.43亿,1.30亿,11.5亿,10.4亿,1.18亿,51.49,10.5亿,47.00,3.48亿,1.01,0,0,2012/08/16
2127,002695,煌上煌,2014/06/30,1.27亿,4294万,3250,0.45,11.60,3.91,5.13亿,14.28,6817万,260万,6907万,5665万,11.55,3.68亿,2.91,31.07,15.5亿,11.2亿,2.76亿,7368万,7638万,6649万,989万,4.94,14.7亿,95.06,9.43亿,7.44,0,0,2012/09/05
2128,002696,百洋股份,2014/06/30,1.76亿,7991万,6189,0.11,5.19,2.10,6.57亿,31.69,1682万,480万,2163万,1934万,26.17,2.51亿,1.43,11.76,15.4亿,9.45亿,4.07亿,8940万,5.87亿,5.71亿,1568万,38.08,9.14亿,59.29,4.68亿,2.66,0,0,2012/09/05
2129,002697,红旗连锁,2014/06/30,4.00亿,1.54亿,4622,0.27,4.67,5.82,23.8亿,9.10,1.23亿,2575万,1.25亿,1.06亿,3.05,5.49亿,1.37,25.94,29.1亿,13.2亿,7.00亿,1304万,10.4亿,10.4亿,0,35.79,18.7亿,64.21,8.44亿,2.11,0,0,2012/09/05
2130,002698,博实股份,2014/06/30,4.01亿,1.07亿,1.59万,0.28,3.84,7.37,3.83亿,-7.98,1.18亿,1079万,1.26亿,1.12亿,-0.36,5.97亿,1.49,44.11,19.1亿,16.4亿,9469万,5546万,3.70亿,3.36亿,3351万,19.38,15.4亿,80.62,4.69亿,1.17,0,0,2012/09/11
2131,002699,美盛文化,2014/06/30,2.06亿,6941万,7560,0.08,3.20,2.63,1.65亿,118.50,2424万,503万,2428万,1717万,33.54,1.32亿,0.64,36.54,9.08亿,4.72亿,1.98亿,2369万,2.39亿,1.03亿,1.36亿,26.34,6.58亿,72.42,3.00亿,1.46,0,0,2012/09/11
2132,002700,新疆浩源,2014/06/30,2.35亿,9212万,3739,0.21,2.96,7.32,1.55亿,21.31,5780万,0,5895万,5000万,22.70,2.21亿,0.94,45.16,8.32亿,4.56亿,3.12亿,2199万,1.37亿,1.35亿,185万,16.42,6.95亿,83.58,2.12亿,0.90,0,0,2012/09/21
2133,002701,奥瑞金,2014/06/30,6.13亿,3.24亿,1.33万,0.69,5.54,12.30,26.9亿,20.17,5.24亿,23.0万,5.46亿,4.23亿,37.80,12.6亿,2.06,30.44,62.3亿,34.8亿,21.4亿,2.18亿,27.8亿,25.0亿,2.81亿,44.56,34.0亿,54.54,14.2亿,2.31,0,0,2012/10/11
2134,002702,海欣食品,2014/06/30,1.41亿,6100万,7847,0.00,5.53,-0.08,3.53亿,4.56,217万,405万,331万,-66.7万,-104.04,2.06亿,1.46,28.44,9.25亿,5.78亿,2.77亿,1644万,1.43亿,1.42亿,94.6万,15.42,7.82亿,84.58,4.07亿,2.88,0,0,2012/10/11
2135,002703,浙江世宝,2014/06/30,2.78亿,1500万,1.48万,0.10,2.69,3.67,3.95亿,25.79,2582万,0,2915万,2778万,-20.27,3.15亿,1.14,26.75,13.9亿,7.33亿,4.23亿,1.37亿,6.19亿,5.79亿,4053万,44.54,7.47亿,53.73,4005万,0.15,0,8671万,2012/11/02
2136,002705,新宝股份,2014/06/30,4.42亿,7600万,2619,0.19,4.63,4.08,23.4亿,6.42,1.06亿,1375万,1.12亿,8002万,5.02,7.59亿,1.72,17.59,44.7亿,29.5亿,11.7亿,1.90亿,24.2亿,24.2亿,107万,54.17,20.5亿,45.83,7.11亿,1.61,0,0,2014/01/21
2137,002706,良信电器,2014/06/30,8614万,2154万,2234,0.57,8.49,6.79,3.98亿,32.34,4650万,134万,5334万,4693万,16.29,1.93亿,2.24,34.54,9.66亿,7.41亿,9060万,5887万,2.35亿,2.06亿,2870万,24.30,7.31亿,75.70,4.21亿,4.88,0,0,2014/01/21
2138,002707,众信旅游,2014/06/30,5829万,1458万,2334,0.63,7.96,8.36,16.7亿,37.33,4795万,0,4793万,3588万,15.50,2.19亿,3.75,8.24,10.0亿,9.75亿,546万,428万,5.36亿,5.36亿,0,53.59,4.64亿,46.41,1.62亿,2.78,0,0,2014/01/23
2139,002708,光洋股份,2014/06/30,1.86亿,4648万,2545,0.18,4.69,6.59,3.24亿,11.33,3514万,0,4031万,3328万,22.79,1.85亿,0.99,33.42,11.2亿,8.16亿,2.05亿,2984万,2.47亿,2.28亿,1840万,22.04,8.73亿,77.96,4.88亿,2.91,0,0,2014/01/21
2140,002709,天赐材料,2014/06/30,1.20亿,3011万,2076,0.25,6.85,3.75,3.15亿,17.63,3074万,73.9万,3704万,2939万,-13.48,2.62亿,2.18,28.92,10.0亿,5.53亿,2.83亿,2676万,1.58亿,1.53亿,513万,15.77,8.24亿,82.29,4.16亿,3.45,0,0,2014/01/23
2141,002710,慈铭体检,2013/09/30,0,0,0,0.29,4.34,6.66,5.10亿,0.00,4757万,7.57万,4808万,3425万,0.00,1.47亿,0.00,38.50,7.63亿,2.81亿,1.77亿,335万,2.21亿,2.20亿,50.0万,28.93,5.21亿,68.37,2.42亿,2.02,0,0,0000/00/00
2142,002711,欧浦钢网,2014/06/30,1.50亿,3753万,2931,0.44,7.87,5.70,6.33亿,109.32,6691万,151万,7543万,6303万,10.04,4.73亿,3.16,14.97,16.4亿,10.6亿,1.83亿,2.75亿,4.56亿,3.63亿,9342万,27.88,11.8亿,72.12,5.06亿,3.37,0,0,2014/01/27
2143,002712,思美传媒,2014/06/30,8532万,2133万,2053,0.38,9.28,4.23,9.34亿,30.66,4155万,0,4412万,3194万,-13.92,3.58亿,4.19,12.51,9.99亿,9.72亿,448万,549万,2.07亿,2.07亿,0,20.69,7.92亿,79.28,3.20亿,3.75,0,0,2014/01/23
2144,002713,东易日盛,2014/06/30,1.25亿,3121万,2077,0.17,6.67,2.72,7.67亿,17.36,2450万,205万,2947万,1967万,14.97,1.45亿,1.17,34.76,16.9亿,14.1亿,1.19亿,8692万,8.57亿,8.56亿,165万,50.72,8.33亿,49.28,5.18亿,4.15,0,0,2014/02/19
2145,002714,牧原股份,2014/06/30,2.42亿,6050万,1.15万,-0.34,7.39,-4.54,10.8亿,43.97,-9621万,121万,-8046万,-8046万,-206.46,7.58亿,2.90,0.00,38.0亿,16.4亿,13.2亿,1.63亿,19.5亿,13.2亿,6.26亿,51.41,18.4亿,48.59,7.38亿,3.05,0,0,2014/01/28
2146,002715,登云股份,2014/06/30,9200万,2300万,1535,0.14,5.38,4.12,1.50亿,0.47,1450万,12.8万,1525万,1203万,-34.03,1.40亿,1.52,29.90,7.38亿,4.29亿,1.70亿,3573万,2.43亿,2.36亿,711万,32.96,4.95亿,67.04,2.43亿,2.64,0,0,2014/02/19
2147,002716,金贵银业,2014/06/30,2.29亿,5719万,2525,0.38,7.96,4.91,19.9亿,5.28,8129万,-65.3万,8334万,8288万,12.73,7.27亿,3.05,12.25,46.8亿,39.8亿,5.28亿,7175万,28.3亿,26.1亿,2.22亿,60.50,18.5亿,39.51,7.95亿,3.48,0,0,2014/01/28
2148,002717,岭南园林,2014/06/30,1.63亿,4072万,1411,0.35,4.26,9.69,5.37亿,29.92,6948万,0,6976万,5766万,24.40,3.26亿,2.00,24.49,16.6亿,13.5亿,2378万,121万,9.68亿,9.68亿,0,58.25,6.94亿,41.75,2.52亿,2.94,0,0,2014/02/19
2149,002718,友邦吊顶,2014/06/30,5160万,1310万,1861,0.87,9.03,10.06,1.63亿,33.13,4897万,5.41万,5134万,4389万,45.61,2.29亿,4.43,49.56,5.22亿,4.04亿,9010万,2728万,5585万,5505万,79.6万,10.70,4.66亿,89.30,1.59亿,3.08,0,0,2014/01/28
2150,002719,麦趣尔,2014/06/30,9160万,2290万,1988,0.15,6.78,2.88,1.51亿,-9.31,1496万,141万,1493万,1382万,-13.73,1.98亿,2.04,36.11,7.78亿,6.05亿,1.36亿,2933万,1.46亿,1.45亿,134万,18.79,6.32亿,81.21,3.28亿,3.68,0,0,2014/01/28
2151,002720,宏良股份,2013/06/30,0,0,0,1.09,3.91,18.49,6.47亿,0.00,1.04亿,0,1.04亿,8788万,0.00,2.84亿,0.00,24.24,17.3亿,15.8亿,1.14亿,2174万,12.2亿,12.1亿,1344万,70.67,5.08亿,29.33,6432万,0.00,0,0,0000/00/00
2152,002721,金一文化,2014/06/30,1.67亿,4181万,2033,0.04,4.95,1.00,20.6亿,13.03,-488万,2376万,1558万,727万,-93.27,3.18亿,1.80,9.82,29.7亿,25.8亿,3.18亿,2721万,21.2亿,21.1亿,236万,71.11,8.45亿,28.42,3.53亿,2.10,0,0,2014/01/27
2153,002722,金轮股份,2014/06/30,1.34亿,3360万,1724,0.13,4.02,3.26,1.98亿,-5.85,1886万,0,1994万,1654万,-39.21,1.74亿,1.30,38.90,7.18亿,4.47亿,2.30亿,3120万,1.79亿,1.77亿,216万,24.92,5.39亿,75.03,2.06亿,1.53,0,0,2014/01/28
2154,002723,金莱特,2014/06/30,9335万,2335万,1804,0.26,6.46,4.14,3.02亿,0.55,2478万,0,2772万,2366万,11.58,2.14亿,2.29,17.10,7.43亿,3.29亿,2.62亿,5860万,1.40亿,1.30亿,1021万,18.89,6.03亿,81.11,2.70亿,2.90,0,0,2014/01/29
2155,002725,跃岭股份,2014/06/30,1.00亿,2500万,1991,0.57,8.31,6.94,4.06亿,-1.06,6155万,140万,6400万,5453万,2.05,2.49亿,2.49,24.60,10.2亿,6.01亿,1.37亿,1.09亿,1.91亿,1.91亿,0,18.71,8.31亿,81.29,4.52亿,0.00,0,0,2014/01/29
2156,002726,龙大肉食,2014/06/30,2.18亿,5459万,612,0.32,6.47,5.73,17.0亿,0.00,5553万,0,5711万,5195万,0.00,3.35亿,1.54,8.87,17.9亿,12.0亿,4.18亿,3368万,3.38亿,3.24亿,1424万,18.93,14.1亿,79.06,8.02亿,0.00,0,0,2014/06/26
2157,002727,一心堂,2014/06/30,2.60亿,6510万,0,0.61,10.38,13.96,20.7亿,0.00,1.76亿,21.4万,1.76亿,1.58亿,0.00,7.76亿,2.98,41.50,30.4亿,25.5亿,3.35亿,1683万,10.9亿,10.9亿,320万,35.78,19.5亿,64.17,8.49亿,0.00,0,0,2014/07/02
2158,002728,台城制药,2014/03/31,1.00亿,2500万,0,0.23,6.78,0.00,7926万,1.67,2594万,0,2704万,2299万,4.04,0,0.00,0.00,4.36亿,3.07亿,0,0,7914万,7224万,690万,18.16,3.57亿,81.84,0,0.00,0,0,2014/07/31
2159,002729,好利来,2014/06/30,0,0,0,0.35,3.66,9.69,8622万,0.00,1965万,0,2044万,1744万,0.00,9667万,0.00,43.44,2.94亿,1.40亿,3794万,1542万,1.11亿,6739万,4366万,37.77,1.83亿,62.24,2460万,0.00,0,0,0000/00/00
2160,300001,特锐德,2014/06/30,4.01亿,3.86亿,2.69万,0.18,3.31,4.86,7.45亿,58.93,8416万,167万,8732万,7081万,42.27,3.65亿,0.91,27.66,25.4亿,18.7亿,3.51亿,7632万,10.8亿,10.8亿,264万,42.48,13.3亿,52.12,5.09亿,3.54,0,0,2009/10/30
2161,300002,神州泰岳,2014/06/30,13.2亿,7.24亿,1.84万,0.18,3.35,5.82,11.3亿,18.58,2.27亿,2512万,2.37亿,2.20亿,-18.15,15.4亿,1.16,42.75,49.3亿,21.4亿,3.18亿,8020万,4.31亿,4.06亿,2480万,8.74,44.3亿,90.01,14.3亿,2.19,0,0,2009/10/30
2162,300003,乐普医疗,2014/06/30,8.12亿,6.86亿,2.73万,0.26,3.61,7.23,7.92亿,30.85,2.58亿,-29.1万,2.63亿,2.11亿,12.44,11.7亿,1.45,62.31,32.5亿,18.2亿,4.94亿,7911万,2.43亿,2.28亿,1522万,7.48,29.3亿,90.17,7.53亿,0.93,0,0,2009/10/30
2163,300004,南风股份,2014/06/30,2.55亿,1.37亿,3.07万,0.06,12.92,1.78,1.73亿,-1.45,1732万,0,1855万,1572万,-46.17,2.30亿,0.90,36.36,15.6亿,8.47亿,9783万,1.21亿,2.72亿,2.55亿,1692万,17.48,12.6亿,81.10,7.98亿,2.33,0,0,2009/10/30
2164,300005,探路者,2014/06/30,5.10亿,3.22亿,2.32万,0.24,2.08,11.32,6.22亿,21.10,1.32亿,123万,1.38亿,1.23亿,26.93,3.24亿,0.63,49.00,13.2亿,9.20亿,2.36亿,933万,2.25亿,2.25亿,31.7万,17.00,10.6亿,80.17,1.57亿,0.33,0,0,2009/10/30
2165,300006,莱美药业,2014/06/30,2.02亿,1.25亿,2.26万,-0.12,4.91,-2.30,3.54亿,-0.76,-2809万,0,-2444万,-2496万,-166.97,1.83亿,0.91,29.61,22.8亿,8.86亿,6.07亿,1.43亿,12.7亿,10.4亿,2.23亿,55.59,9.91亿,43.53,5.78亿,4.63,0,0,2009/10/30
2166,300007,汉威电子,2014/06/30,1.18亿,8247万,9835,0.14,5.54,2.57,1.46亿,22.69,962万,-15.9万,2093万,1672万,36.39,1.99亿,1.69,53.93,9.07亿,4.29亿,2.50亿,6874万,2.09亿,2.05亿,358万,23.01,6.54亿,72.12,3.17亿,2.69,0,0,2009/10/30
2167,300008,上海佳豪,2014/06/30,2.50亿,1.68亿,1.57万,0.09,3.20,3.28,1.76亿,142.75,1886万,-25.3万,2461万,1998万,227.12,1.42亿,0.57,32.14,9.27亿,4.48亿,1.83亿,2040万,1.15亿,1.00亿,1488万,12.40,7.99亿,86.21,3.76亿,0.64,0,0,2009/10/30
2168,300009,安科生物,2014/06/30,2.90亿,1.87亿,9638,0.15,2.27,6.63,2.28亿,22.46,5152万,0,5177万,4429万,26.08,1.64亿,0.56,69.91,7.85亿,3.95亿,2.78亿,1425万,8904万,8705万,199万,11.35,6.60亿,84.13,1.56亿,0.82,0,0,2009/10/30
2169,300010,立思辰,2014/06/30,2.93亿,1.74亿,1.13万,0.03,4.24,1.10,2.49亿,39.24,364万,-10.0万,1087万,921万,23.49,1.96亿,0.64,36.05,13.5亿,7.52亿,1.09亿,5865万,4.65亿,3.57亿,1.08亿,34.50,8.34亿,61.86,3.59亿,1.38,0,0,2009/10/30
2170,300011,鼎汉技术,2014/06/30,5.23亿,3.19亿,2.43万,0.06,3.20,3.77,2.54亿,50.60,3357万,-44.9万,3615万,3017万,58.09,2.25亿,0.43,33.20,9.86亿,7.38亿,1.03亿,5899万,1.77亿,1.75亿,201万,17.98,8.09亿,82.06,1.49亿,1.40,0,0,2009/10/30
2171,300012,华测检测,2014/06/30,3.71亿,2.04亿,2.07万,0.14,2.69,5.10,3.82亿,13.84,5477万,-27.4万,6418万,5059万,-12.15,3.54亿,0.96,57.08,11.7亿,5.61亿,2.92亿,5516万,1.60亿,1.26亿,3426万,13.65,9.96亿,85.00,2.34亿,0.61,0,0,2009/10/30
2172,300013,新宁物流,2014/06/30,1.80亿,1.80亿,2.53万,0.01,1.87,0.78,1.91亿,5.76,817万,239万,834万,264万,-64.01,6762万,0.38,30.90,5.47亿,2.98亿,1.75亿,4298万,1.85亿,1.84亿,103万,33.85,3.37亿,61.61,8141万,1.90,0,0,2009/10/30
2173,300014,亿纬锂能,2014/06/30,3.98亿,3.12亿,1.08万,0.13,2.36,5.72,5.03亿,24.03,6110万,0,6503万,5232万,-9.92,4.18亿,1.05,25.46,17.8亿,9.23亿,3.02亿,8790万,7.87亿,5.02亿,2.85亿,44.18,9.42亿,52.87,7654万,1.32,0,0,2009/10/30
2174,300015,爱尔眼科,2014/06/30,6.53亿,5.23亿,4.20万,0.22,2.78,7.95,11.2亿,23.85,2.01亿,480万,1.97亿,1.44亿,41.32,7.02亿,1.07,44.95,23.0亿,11.4亿,5.64亿,1376万,4.20亿,4.18亿,199万,18.26,18.1亿,78.78,3.82亿,1.22,0,0,2009/10/30
2175,300016,北陆药业,2014/06/30,3.11亿,2.47亿,2.34万,0.13,1.91,7.07,1.84亿,19.82,4707万,0,4835万,4149万,26.72,1.52亿,0.49,71.09,6.51亿,4.42亿,1.55亿,483万,5478万,2346万,3132万,8.42,5.96亿,91.58,9637万,0.25,0,0,2009/10/30
2176,300017,网宿科技,2014/06/30,3.14亿,2.12亿,1.42万,0.62,4.17,15.70,8.75亿,74.69,1.72亿,519万,2.05亿,1.93亿,246.72,5.38亿,1.72,37.20,15.7亿,12.0亿,2.97亿,4657万,2.57亿,2.34亿,2355万,16.42,13.1亿,83.58,4.07亿,3.50,0,0,2009/10/30
