O,S,N,P,R,I,WPct,Rnk,RnkChg,R1,WPct3,Rnk3,RnkChg3,R3,WPct5,Rnk5,RnkChg5,R5,WPct10,Rnk10,RnkChg10,R10
Order,Symbol,Name,Price,Rise,,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase
序,代码,名称,最新,涨幅%,所属行业,今日增仓占比,今日排名,今日排名变化,今日涨幅%,3日增仓占比,3日排名,3日排名变化,3日涨幅%,5日增仓占比,5日排名,5日排名变化,5日涨幅%,10日增仓占比,10日排名,10日排名变化,10日涨幅%
1557,600256,广汇能源,8.97,-1.10, 综合行业,-4.88,1557,-864,-1.10,-0.35,1198,-344,-1.21,-0.80,1409,+505,1.24,-1.37,1186,-150,8.33
1558,002440,闰土股份,19.50,3.01, 化工行业,-4.90,1558,+147,3.01,-5.19,1919,-1222,3.61,-1.18,1481,-374,6.97,-4.90,1980,-23,0.10
1559,300286,安科瑞,26.79,-0.89, 仪器仪表,-4.90,1559,-300,-0.89,-0.39,1206,-314,2.64,-0.36,1302,-318,5.89,-3.18,1625,-82,1.36
1560,600501,航天晨光,14.96,-1.06, 汽车行业,-4.93,1560,-946,-1.06,-1.95,1440,-806,-0.99,1.69,733,-51,7.63,0.60,567,+92,7.16
1561,600605,汇通能源,14.08,0.57, 商业百货,-4.93,1561,-1244,0.57,-2.97,1597,-978,0.72,3.35,469,-40,7.07,-1.39,1197,+111,9.66
1562,600206,有研新材,12.96,0.00, 电子元件,-4.94,1562,+571,0.00,-9.64,2286,-239,-0.69,-5.62,2152,-35,4.01,-6.34,2191,+28,0.31
1563,600226,升华拜克,8.47,1.19, 化工行业,-4.95,1563,-1412,1.19,4.03,408,-269,5.88,5.30,269,+35,10.72,3.15,235,+10,18.79
1564,002562,兄弟科技,13.78,-0.29, 化工行业,-4.96,1564,-1388,-0.29,-3.42,1668,-803,0.29,-2.28,1698,+238,5.84,-5.76,2113,-753,-2.96
1565,002705,新宝股份,15.32,-0.52, 家电行业,-4.98,1565,-705,-0.52,-1.91,1432,+3,1.66,-1.60,1565,-91,4.22,-2.75,1533,-140,2.20
1566,300307,慈星股份,10.95,0.55, 机械行业,-4.99,1566,-25,0.55,-0.50,1234,-864,3.40,3.05,502,-155,9.39,-3.54,1706,-510,1.96
1567,002584,西陇化工,17.21,-0.52, 化工行业,-4.99,1567,+324,-0.52,-0.90,1277,-655,-0.35,0.74,900,+780,1.53,5.32,102,-27,7.23
1568,601299,中国北车,5.25,2.54, 交运设备,-5.00,1568,-328,2.54,-8.40,2207,+196,2.74,-4.74,2052,-500,5.00,-3.93,1800,+305,3.96
1569,300387,富邦股份,50.17,-2.32, 化工行业,-5.01,1569,-225,-2.32,-5.63,1972,-487,-3.89,-2.94,1803,+50,1.19,-1.01,1109,-135,4.63
1570,600151,航天机电,9.97,-0.70, 电子元件,-5.02,1570,-867,-0.70,2.15,615,-256,5.28,2.95,524,-146,13.55,1.48,422,-26,10.78
1571,600780,通宝能源,5.18,0.19, 电力行业,-5.02,1571,-254,0.19,1.79,665,+704,3.19,-1.42,1533,+33,5.28,-3.85,1791,-47,-0.58
1572,300138,晨光生物,10.82,0.37, 食品行业,-5.02,1572,-896,0.37,-3.84,1735,+66,1.50,-4.36,2005,+84,5.25,-4.17,1845,-267,4.14
1573,000610,西安旅游,8.20,-0.12, 旅游酒店,-5.04,1573,-1505,-0.12,6.03,234,+186,2.76,3.37,466,-158,6.36,-0.70,1027,+93,3.80
1574,002439,启明星辰,22.11,-0.81, 电子信息,-5.05,1574,+76,-0.81,0.78,812,-215,2.55,3.47,451,-86,8.60,2.27,321,-48,8.44
1575,600197,伊力特,10.29,0.19, 酿酒行业,-5.07,1575,+247,0.19,-3.10,1624,-1059,0.59,1.85,701,-65,5.21,-1.86,1298,-121,2.59
1576,300220,金运激光,50.00,-2.99, 电子元件,-5.09,1576,+344,-2.99,0.96,786,-85,8.72,0.25,990,-439,23.15,-0.42,963,-394,33.30
1577,600405,动力源,12.29,-0.57, 电子元件,-5.10,1577,+50,-0.57,-11.55,2377,-1594,-1.68,-0.44,1322,-482,3.98,-1.52,1221,+88,0.74
1578,002547,春兴精工,13.44,-0.07, 通讯行业,-5.11,1578,-813,-0.07,-10.03,2310,+37,0.37,-4.75,2055,-208,3.38,-4.29,1862,-102,0.83
1579,002712,思美传媒,51.86,-0.75, 文化传媒,-5.12,1579,-1569,-0.75,11.35,54,-39,10.25,10.37,46,-27,13.65,2.73,270,-53,5.66
1580,601398,工商银行,3.61,0.56, 银行,-5.21,1580,-228,0.56,1.17,753,-495,2.56,2.92,528,-195,4.34,0.48,588,+61,2.85
1581,000017,深中华A,7.33,0.41, 交运设备,-5.21,1581,-761,0.41,-4.65,1858,+250,8.11,-6.51,2232,+95,13.64,-6.57,2207,-275,12.25
1582,600834,申通地铁,8.40,-0.47, 交运物流,-5.21,1582,-205,-0.47,-2.97,1596,+251,1.20,-5.08,2093,-27,2.69,-6.65,2216,-118,-0.36
1583,601000,唐山港,5.81,-1.53, 港口水运,-5.22,1583,-1216,-1.53,-3.83,1731,-1323,2.11,1.88,691,-190,18.81,-1.40,1198,-516,13.48
1584,300067,安诺其,9.62,-0.10, 化工行业,-5.25,1584,-787,-0.10,-2.85,1585,-34,1.37,-1.77,1597,-17,5.14,-5.81,2121,-134,-0.31
1585,002055,得润电子,11.94,-0.67, 电子元件,-5.26,1585,-1474,-0.67,9.57,93,+58,3.56,7.91,119,-51,8.35,4.65,127,+14,7.37
1586,002561,徐家汇,11.20,1.45, 商业百货,-5.29,1586,-1144,1.45,-1.00,1296,-394,3.13,-1.45,1540,-522,6.46,-4.14,1837,-275,1.82
1587,603369,今世缘,27.10,-0.29, 酿酒行业,-5.29,1587,-141,-0.29,-3.29,1650,-744,-0.22,-0.40,1310,-314,3.79,-4.06,1825,+30,-0.55
1588,300076,GQY视讯,15.09,-0.98, 电子元件,-5.31,1588,+448,-0.98,1.53,695,+45,3.71,1.34,782,-36,6.87,0.88,522,-26,3.36
1589,300051,三五互联,10.77,-0.92, 电子信息,-5.33,1589,-748,-0.92,1.41,708,-230,1.60,1.66,739,-144,5.07,-3.79,1777,-430,-2.36
1590,600748,上实发展,8.31,0.12, 房地产,-5.34,1590,+137,0.12,-2.44,1523,+88,1.71,-3.92,1954,-11,3.75,-6.08,2151,-272,-3.37
1591,000031,中粮地产,5.32,-2.39, 房地产,-5.35,1591,+1,-2.39,-3.40,1662,+505,1.72,-5.45,2133,-25,4.11,-6.68,2221,+163,-0.93
1592,000589,黔轮胎Ａ,5.65,0.18, 汽车行业,-5.35,1592,-1507,0.18,4.09,403,+55,2.36,0.94,853,-93,4.82,-3.83,1786,-305,0.71
1593,002580,圣阳股份,18.25,-0.16, 输配电气,-5.35,1593,-1187,-0.16,-4.92,1890,+356,1.39,-7.59,2330,-27,2.64,-5.82,2124,+63,5.43
1594,300187,永清环保,35.39,0.80, 公用事业,-5.36,1594,+103,0.80,-5.22,1922,-361,1.90,-2.67,1757,-46,3.94,-1.64,1239,-303,4.70
1595,002515,金字火腿,19.98,0.30, 食品行业,-5.36,1595,+515,0.30,-5.14,1911,-367,2.20,1.25,801,-225,5.60,-3.08,1599,-27,3.47
1596,600641,万业企业,4.45,0.45, 房地产,-5.38,1596,-1339,0.45,4.10,402,-140,1.83,2.16,645,-82,4.22,0.50,586,+38,1.14
1597,000693,华泽钴镍,24.70,2.07, 有色金属,-5.40,1597,-1082,2.07,-0.70,1256,-733,7.02,-0.37,1305,-773,9.88,-2.77,1537,+52,6.93
1598,600010,包钢股份,5.05,0.60, 钢铁行业,-5.41,1598,-1439,0.60,4.57,348,-143,2.43,2.28,624,+810,5.21,-2.95,1573,-48,-1.75
1599,600567,山鹰纸业,2.22,0.45, 造纸印刷,-5.42,1599,-720,0.45,1.70,671,-442,1.37,2.43,598,+17,2.78,2.52,289,-50,3.26
1600,600288,大恒科技,10.77,-0.65, 电子信息,-5.45,1600,+641,-0.65,-4.95,1892,-14,-1.01,-5.97,2187,-331,-0.09,-2.45,1431,-41,3.56
1601,600038,哈飞股份,33.48,-1.41, 航天航空,-5.45,1601,-784,-1.41,2.16,613,+3,2.60,2.33,611,-104,11.34,2.21,330,-6,11.94
1602,002048,宁波华翔,16.70,0.66, 汽车行业,-5.47,1602,+812,0.66,-10.73,2340,-715,-1.30,3.51,443,-285,3.28,3.68,192,-34,3.79
1603,000953,河池化工,6.36,0.32, 化工行业,-5.47,1603,+413,0.32,-5.12,1908,-24,0.32,-3.13,1835,+508,8.35,-7.17,2280,-89,-1.40
1604,002651,利君股份,24.68,-2.02, 机械行业,-5.50,1604,-1161,-2.02,-3.80,1726,-1365,-2.76,1.73,725,-390,4.62,5.71,89,-45,12.80
1605,300127,银河磁体,14.68,-0.68, 电子元件,-5.51,1605,+648,-0.68,-8.59,2224,-897,-1.28,0.64,915,-319,2.95,-3.32,1655,-193,-1.61
1606,300022,吉峰农机,7.14,0.28, 商业百货,-5.54,1606,+424,0.28,-4.19,1792,+297,1.85,-6.54,2235,-15,4.69,-7.54,2319,-376,0.71
1607,600660,福耀玻璃,10.48,0.48, 玻璃陶瓷,-5.55,1607,-1541,0.48,7.54,161,-91,3.56,6.60,166,-39,4.90,0.46,591,+126,4.28
1608,600821,津劝业,5.37,-0.74, 商业百货,-5.55,1608,+186,-0.74,-4.42,1826,+217,2.87,-5.26,2114,+61,5.29,-4.42,1884,-368,1.90
1609,000040,宝安地产,4.74,0.00, 综合行业,-5.56,1609,-341,0.00,8.20,134,-1,3.49,8.19,106,-35,7.24,6.65,65,-30,3.49
1610,300368,汇金股份,32.38,-0.55, 机械行业,-5.56,1610,-1436,-0.55,1.47,702,+116,4.62,-1.02,1453,-83,5.82,-0.43,967,-527,12.39
1611,600273,华芳纺织,10.01,1.83, 纺织服装,-5.59,1611,+790,1.83,-7.83,2163,-109,2.46,-4.74,2053,+204,6.60,-5.49,2072,-99,1.52
1612,600771,广誉远,24.50,-0.28, 医药行业,-5.59,1612,+466,-0.28,2.73,560,+292,4.43,-2.61,1746,+124,4.30,-6.05,2148,-58,2.17
1613,600020,中原高速,2.48,0.00, 高速公路,-5.60,1613,-1572,0.00,8.06,137,-89,4.20,6.93,152,-94,6.90,3.33,218,-120,2.90
1614,002507,涪陵榨菜,25.54,0.59, 食品行业,-5.62,1614,+652,0.59,-9.98,2307,-1546,-0.20,0.66,912,-394,2.57,2.53,288,-12,4.59
1615,600703,三安光电,15.04,0.47, 电子元件,-5.63,1615,-706,0.47,-1.88,1429,-370,1.21,-1.07,1462,-435,3.01,-2.17,1370,+128,1.97
1616,300273,和佳股份,24.15,-0.98, 医药行业,-5.63,1616,-825,-0.98,-5.59,1965,+245,1.56,-5.71,2161,-84,3.78,-7.26,2289,-12,0.79
1617,002119,康强电子,11.32,-1.39, 电子元件,-5.64,1617,+414,-1.39,0.14,910,+631,-0.70,-0.21,1266,+488,3.57,0.58,570,+96,9.37
1618,600697,欧亚集团,20.22,1.05, 商业百货,-5.65,1618,-1429,1.05,-5.55,1955,-328,2.17,-3.32,1861,+324,4.82,-6.30,2183,-244,3.69
1619,000705,浙江震元,10.29,1.38, 医药行业,-5.68,1619,+353,1.38,-11.31,2365,+130,5.43,-12.30,2487,+21,9.47,-11.19,2485,-9,3.31
1620,002124,天邦股份,11.50,0.09, 农牧饲渔,-5.68,1620,-652,0.09,-0.51,1237,+207,1.95,-1.65,1575,-132,3.42,-1.02,1113,-433,-1.96
1621,002275,桂林三金,18.38,0.88, 医药行业,-5.72,1621,-1314,0.88,1.79,666,+223,2.57,-0.50,1338,+220,8.63,-2.50,1449,-1271,4.31
1622,600768,宁波富邦,13.03,0.62, 材料行业,-5.72,1622,-619,0.62,-5.87,1999,+39,1.88,-3.80,1938,-166,6.11,-1.50,1219,-58,8.95
1623,000877,天山股份,6.54,0.15, 水泥建材,-5.74,1623,-19,0.15,-1.75,1410,-362,1.24,-2.30,1700,-298,2.83,-3.52,1697,+26,1.55
1624,600865,百大集团,7.09,0.00, 商业百货,-5.74,1624,-947,0.00,-5.87,1997,+184,-0.14,-5.98,2188,-56,1.43,-2.68,1512,+12,5.51
1625,300290,荣科科技,20.02,0.30, 电子信息,-5.75,1625,+285,0.30,-3.71,1707,-93,2.67,-2.54,1736,-348,11.53,-3.47,1687,-1306,9.46
1626,600630,龙头股份,10.72,-0.28, 纺织服装,-5.79,1626,-1575,-0.28,6.51,207,-186,4.59,7.19,143,-109,8.94,1.55,408,+1081,2.49
1627,600759,洲际油气,12.01,-1.40, 房地产,-5.80,1627,+552,-1.40,-10.86,2345,+134,0.67,-11.61,2473,+30,-0.50,-7.88,2347,-124,-2.67
1628,002217,*ST合泰,8.34,1.34, 化工行业,-5.82,1628,-1051,1.34,1.25,740,-690,5.84,7.15,144,-42,11.95,3.05,240,+449,11.05
1629,600592,龙溪股份,9.98,-0.30, 机械行业,-5.86,1629,-1188,-0.30,-0.43,1214,-610,2.04,-0.21,1265,-214,6.28,-3.11,1605,-194,1.22
1630,600183,生益科技,7.29,0.00, 电子元件,-5.88,1630,+301,0.00,-6.57,2064,-238,0.00,-1.92,1632,-659,1.39,-2.45,1430,+118,2.82
1631,002508,老板电器,30.18,0.10, 家电行业,-5.90,1631,-1465,0.10,0.34,871,-323,-0.13,0.53,943,+56,2.48,-1.78,1281,+23,-0.07
1632,600160,巨化股份,5.57,0.00, 化工行业,-5.91,1632,-1267,0.00,0.71,820,+504,1.83,-3.48,1892,-93,3.34,-1.13,1138,-119,1.27
1633,600543,莫高股份,7.84,-0.13, 酿酒行业,-5.92,1633,-309,-0.13,-1.12,1316,-284,0.77,-1.37,1516,-678,2.08,0.53,578,-275,0.26
1634,600552,方兴科技,18.23,0.00, 玻璃陶瓷,-5.92,1634,+644,0.00,-3.80,1725,-219,-1.57,0.32,970,+394,-0.27,-0.86,1069,-103,1.50
1635,600291,西水股份,11.20,-0.27, 水泥建材,-5.93,1635,-309,-0.27,-5.45,1943,+291,1.08,-8.07,2354,+29,3.23,-7.52,2316,+10,-1.41
1636,600746,江苏索普,8.31,-0.84, 化工行业,-5.93,1636,-1340,-0.84,-0.77,1263,+305,2.72,-2.82,1782,-127,4.01,-2.87,1553,-93,3.62
1637,600550,*ST天威,5.65,0.00, 输配电气,-5.94,1637,-1078,0.00,3.76,453,-112,1.62,2.63,566,-110,6.00,-2.05,1344,+115,3.67
1638,002367,康力电梯,8.53,0.24, 机械行业,-5.95,1638,-1489,0.24,3.27,496,-132,2.28,2.45,593,-281,4.66,-0.33,938,-313,3.27
1639,300225,金力泰,9.27,0.65, 化工行业,-5.96,1639,-1002,0.65,0.91,792,-369,1.53,2.26,629,-85,7.29,-0.57,995,-463,4.16
1640,600997,开滦股份,5.26,-0.19, 煤炭采选,-5.97,1640,-1294,-0.19,1.69,673,-483,2.94,4.76,312,-79,8.45,2.19,332,-137,4.57
1641,600217,秦岭水泥,8.38,6.21, 水泥建材,-5.99,1641,+696,6.21,-7.26,2112,-107,3.84,-4.88,2074,-313,8.69,-2.73,1524,-377,7.57
1642,600976,武汉健民,25.58,-0.35, 医药行业,-5.99,1642,+207,-0.35,-2.36,1504,-1203,-1.08,-0.53,1347,+24,3.19,-3.78,1775,+112,1.47
1643,000825,太钢不锈,2.90,0.00, 钢铁行业,-6.02,1643,-131,0.00,-3.98,1756,-1595,0.00,4.90,304,-66,5.07,2.31,316,-23,2.84
1644,600833,第一医药,12.62,-0.24, 医药行业,-6.02,1644,+875,-0.24,-13.76,2459,-272,-1.25,-6.54,2237,+12,3.78,-6.69,2223,+6,6.68
1645,002178,延华智能,10.98,1.10, 电子信息,-6.03,1645,-703,1.10,-4.65,1856,+163,4.57,-6.55,2239,+23,7.75,-9.88,2448,+9,2.23
1646,002157,正邦科技,9.88,-1.50, 农牧饲渔,-6.07,1646,-135,-1.50,0.08,923,-306,-0.40,-2.07,1664,+370,2.81,-4.06,1824,-247,-1.20
1647,300362,天保重装,25.43,-0.31, 机械行业,-6.07,1647,+667,-0.31,-8.53,2218,+153,-0.97,-6.76,2261,-17,2.29,-1.72,1264,-50,4.82
1648,000727,华东科技,7.81,-0.76, 电子元件,-6.08,1648,-1183,-0.76,-0.21,1180,+618,3.03,-2.96,1808,+65,5.97,-7.53,2317,+48,2.36
1649,300158,振东制药,15.35,0.00, 医药行业,-6.08,1649,-1093,0.00,-1.48,1375,-52,1.86,-1.38,1520,+132,5.07,-7.56,2322,-50,-0.39
1650,600851,海欣股份,7.48,0.00, 纺织服装,-6.11,1650,-1100,0.00,-1.59,1389,-512,0.67,0.50,947,-365,2.75,0.39,598,+97,3.17
1651,600779,水井坊,8.75,0.00, 酿酒行业,-6.11,1651,+140,0.00,-3.37,1658,-750,0.11,-1.17,1478,-472,3.31,-2.04,1339,-59,2.10
1652,002540,亚太科技,15.38,0.26, 有色金属,-6.12,1652,-1383,0.26,4.90,320,-105,7.33,6.55,167,-77,12.67,3.78,186,-100,9.94
1653,002438,江苏神通,17.81,0.74, 机械行业,-6.12,1653,-32,0.74,-2.73,1565,-833,1.14,-1.90,1627,-154,3.49,-3.96,1805,+54,1.54
1654,300205,天喻信息,17.20,2.44, 电子元件,-6.15,1654,-1645,2.44,6.67,195,-146,14.21,6.19,195,-164,21.04,0.78,537,-391,13.76
1655,002339,积成电子,9.80,1.03, 电子信息,-6.15,1655,-1332,1.03,2.15,616,-69,6.52,1.40,774,-413,9.74,-1.15,1140,-483,3.81
1656,002138,顺络电子,22.19,0.36, 电子元件,-6.16,1656,+738,0.36,-11.96,2395,+98,-2.89,-11.52,2470,-5,-2.12,-7.52,2315,+8,5.57
1657,600277,亿利能源,7.84,-0.25, 化工行业,-6.17,1657,-137,-0.25,-2.15,1468,+397,-1.51,-6.41,2220,+92,1.69,-6.03,2146,-45,-3.33
1658,002357,富临运业,15.94,0.82, 交运物流,-6.17,1658,+718,0.82,-4.95,1893,-1221,-0.06,-0.50,1337,-795,3.64,0.54,577,-121,6.41
1659,600488,天药股份,5.38,-0.74, 医药行业,-6.18,1659,-672,-0.74,2.28,598,+143,4.67,0.92,858,-162,7.60,0.06,666,-10,6.96
1660,601777,力帆股份,8.75,0.23, 汽车行业,-6.20,1660,-680,0.23,-2.27,1493,+99,0.34,-2.59,1743,-180,4.42,-6.91,2252,+37,-1.91
1661,300029,天龙光电,10.03,-0.99, 电子元件,-6.21,1661,+84,-0.99,-4.98,1895,-264,-0.50,-2.09,1669,-245,4.48,-0.88,1072,-156,1.52
1662,600353,旭光股份,8.52,0.47, 电子元件,-6.22,1662,-796,0.47,-3.54,1687,-971,1.31,2.19,638,-118,10.22,1.20,466,+56,7.85
1663,300331,苏大维格,35.00,1.83, 材料行业,-6.23,1663,+166,1.83,-6.43,2054,-289,3.09,-5.29,2120,-412,8.36,-2.03,1336,-184,11.96
1664,600885,宏发股份,23.41,-0.47, 玻璃陶瓷,-6.24,1664,+302,-0.47,-7.37,2123,-136,-1.01,-3.42,1884,-383,2.23,-2.40,1421,-328,0.00
1665,600596,新安股份,10.24,-0.29, 化工行业,-6.25,1665,-163,-0.29,1.05,771,+541,2.09,-1.55,1556,-66,5.03,-4.63,1937,-30,-1.73
1666,600823,世茂股份,9.98,0.91, 房地产,-6.25,1666,+299,0.91,-2.60,1550,-708,1.53,-2.01,1649,-316,4.72,-5.41,2059,-329,-0.10
1667,002543,万和电气,11.05,0.09, 家电行业,-6.27,1667,+878,0.09,-18.02,2524,-6,0.36,-17.37,2535,-66,1.38,-7.80,2346,-32,-0.72
1668,300017,网宿科技,58.29,-1.37, 电子信息,-6.30,1668,-1329,-1.37,1.64,682,-152,5.60,1.42,772,-276,7.94,-4.85,1971,+42,2.26
1669,002475,立讯精密,33.79,-1.08, 电子元件,-6.31,1669,+796,-1.08,-9.92,2301,+101,-2.54,-6.26,2209,-525,-1.63,-6.74,2229,+2,0.27
1670,002390,信邦制药,21.61,-2.22, 医药行业,-6.33,1670,+352,-2.22,-7.66,2146,+157,-2.22,-7.66,2334,+70,-2.22,-7.66,2334,+44,-2.22
1671,002619,巨龙管业,23.73,0.13, 水泥建材,-6.34,1671,-767,0.13,2.89,539,-163,3.72,0.74,899,+75,9.51,-6.84,2244,-36,-4.78
1672,600622,嘉宝集团,6.92,0.29, 房地产,-6.38,1672,-1282,0.29,-2.25,1488,+21,1.62,-0.67,1380,-402,4.37,0.10,661,+49,2.06
1673,600167,联美控股,12.56,0.40, 电力行业,-6.38,1673,-222,0.40,-1.46,1369,-450,2.11,0.40,962,-313,4.93,-0.85,1067,-340,3.46
1674,002352,鼎泰新材,24.21,-0.57, 材料行业,-6.38,1674,-840,-0.57,1.82,662,-410,0.62,3.02,512,-289,3.99,0.72,549,-167,0.62
1675,002246,北化股份,9.38,0.11, 化工行业,-6.44,1675,-989,0.11,-4.32,1812,-977,1.30,0.25,986,-246,6.23,-2.70,1520,+249,4.22
1676,002311,海大集团,11.48,-0.35, 农牧饲渔,-6.44,1676,+295,-0.35,-5.56,1957,+288,0.70,-7.26,2313,+40,1.32,-7.71,2341,+46,-0.26
1677,600048,保利地产,5.92,0.17, 房地产,-6.46,1677,-1344,0.17,2.69,564,+64,2.96,1.17,813,-97,4.41,2.92,254,-47,4.59
1678,002163,*ST三鑫,4.96,0.00, 玻璃陶瓷,-6.46,1678,-1430,0.00,-2.14,1466,-470,2.27,0.77,887,-769,12.73,3.80,183,-106,17.81
1679,002211,宏达新材,7.44,0.00, 塑胶制品,-6.48,1679,+856,0.00,-9.04,2251,-224,0.13,-5.36,2124,+118,4.49,-4.45,1894,-469,1.92
1680,601636,旗滨集团,7.69,-0.13, 玻璃陶瓷,-6.48,1680,-1248,-0.13,4.46,360,-245,0.39,4.82,310,-59,2.95,0.63,563,-49,1.18
1681,600481,双良节能,10.24,-0.10, 化工行业,-6.49,1681,-1413,-0.10,-0.42,1213,-681,1.59,0.69,908,-262,4.81,-5.09,2005,-114,-2.01
1682,300031,宝通带业,7.05,-0.14, 材料行业,-6.50,1682,-379,-0.14,-0.16,1173,-630,2.47,1.46,763,-107,7.14,-2.53,1461,-182,3.37
1683,002072,德棉股份,10.01,1.32, 纺织服装,-6.50,1683,-941,1.32,-1.00,1297,-447,5.15,-1.45,1541,+174,8.80,-4.26,1856,-178,6.49
1684,002260,伊 立 浦,28.30,-0.77, 家电行业,-6.51,1684,+519,-0.77,-13.41,2448,+13,-1.05,-8.39,2366,+53,2.09,-7.56,2323,-215,0.25
1685,000652,泰达股份,4.48,0.00, 综合行业,-6.56,1685,+406,0.00,-7.67,2148,+73,2.52,-6.93,2281,+208,5.16,-2.56,1468,-105,4.67
1686,600589,广东榕泰,5.61,-0.53, 化工行业,-6.56,1686,-1132,-0.53,5.77,251,-143,2.19,5.51,252,-132,5.65,0.49,587,+114,1.45
1687,002098,浔兴股份,13.72,0.29, 化纤行业,-6.57,1687,-1190,0.29,5.76,253,+210,6.69,1.91,683,-264,8.72,-0.17,910,-329,7.10
1688,600853,龙建股份,3.39,0.00, 工程建设,-6.59,1688,+80,0.00,-0.77,1262,-617,0.89,0.45,955,+64,3.35,-2.22,1380,+121,1.19
1689,601058,赛轮股份,14.39,-0.28, 汽车行业,-6.59,1689,+760,-0.28,-8.06,2180,+272,-2.24,-7.16,2301,-189,3.15,-6.26,2173,-98,2.86
1690,000836,鑫茂科技,6.38,-0.78, 电子信息,-6.60,1690,-1620,-0.78,7.40,168,-81,2.24,7.46,136,-54,5.98,3.07,239,-79,4.93
1691,300174,元力股份,13.28,-0.75, 化工行业,-6.66,1691,-1096,-0.75,-2.00,1450,+494,0.68,-2.76,1776,-208,3.59,-2.07,1347,-165,2.23
1692,600649,城投控股,6.98,0.43, 公用事业,-6.68,1692,-908,0.43,1.01,777,-274,2.95,1.20,809,-343,4.18,-2.58,1475,-295,1.75
1693,601313,江南嘉捷,8.57,0.35, 机械行业,-6.68,1693,-754,0.35,-3.74,1712,-185,1.90,-5.56,2145,-42,4.26,-5.51,2075,-139,0.82
1694,000967,上风高科,11.90,-1.08, 材料行业,-6.71,1694,-856,-1.08,1.51,698,-569,2.06,6.74,161,-70,15.76,4.79,119,-61,13.01
1695,600778,友好集团,8.37,-0.36, 商业百货,-6.71,1695,-1240,-0.36,0.14,909,+4,1.09,-1.34,1507,-411,3.33,-1.40,1200,-146,0.36
1696,600980,北矿磁材,16.55,0.00, 材料行业,-6.72,1696,+683,0.00,-3.09,1622,+488,-0.60,-9.97,2420,-339,-1.19,-3.39,1671,+36,6.64
1697,002571,德力股份,13.09,-0.76, 玻璃陶瓷,-6.73,1697,-80,-0.76,2.29,597,+1,2.99,0.19,997,-349,5.82,-4.64,1941,+3,-0.08
1698,002248,*ST东数,8.23,2.88, 机械行业,-6.73,1698,+256,2.88,-4.47,1834,+65,7.30,0.94,855,-350,13.99,-0.38,948,-479,12.89
1699,002105,信隆实业,8.15,2.77, 交运设备,-6.74,1699,-1692,2.77,5.88,239,-205,19.15,4.99,294,-165,22.56,5.74,87,-64,31.66
1700,300304,云意电气,37.81,-0.87, 汽车行业,-6.74,1700,-1540,-0.87,7.48,164,-14,8.62,5.27,274,-95,11.27,3.50,204,-69,9.37
1701,002187,广百股份,10.02,0.10, 商业百货,-6.76,1701,-412,0.10,-4.72,1867,-250,1.42,-1.74,1590,+15,6.14,-4.52,1912,-75,3.83
1702,000667,美好集团,2.08,-0.48, 房地产,-6.77,1702,-1032,-0.48,-5.60,1967,-453,0.97,-3.74,1927,-105,2.97,-5.51,2073,+96,0.00
1703,300123,太阳鸟,9.49,1.93, 交运设备,-6.77,1703,+289,1.93,-5.65,1973,-115,4.52,-2.21,1689,-328,9.84,-3.20,1628,+25,5.21
1704,300176,鸿特精密,15.07,0.13, 机械行业,-6.77,1704,+814,0.13,-13.22,2444,-3,0.80,-10.39,2438,-53,3.50,-5.90,2132,-177,3.08
1705,002010,传化股份,9.33,0.00, 化工行业,-6.79,1705,-1023,0.00,-0.94,1285,+179,1.41,-2.26,1692,-23,4.25,-6.74,2230,+62,-0.74
1706,002435,长江润发,10.03,-0.89, 机械行业,-6.79,1706,+72,-0.89,-2.76,1567,+814,0.40,-6.73,2257,-2,2.66,-3.08,1598,-192,2.35
1707,000700,模塑科技,12.56,0.16, 汽车行业,-6.80,1707,-1276,0.16,-2.25,1489,-499,1.54,-1.19,1485,+554,4.67,-4.58,1924,-552,-0.63
1708,002446,盛路通信,26.20,0.34, 通讯行业,-6.80,1708,+167,0.34,-6.61,2067,-557,-0.53,-1.21,1487,-620,5.26,-1.45,1211,+48,6.42
1709,600545,新疆城建,8.79,-0.57, 房地产,-6.81,1709,-1578,-0.57,3.32,491,-278,1.85,3.32,471,-235,4.52,1.30,448,-96,2.09
1710,002574,明牌珠宝,11.74,0.43, 工艺商品,-6.81,1710,-894,0.43,-3.13,1631,+373,3.44,-3.01,1818,+105,9.72,-4.10,1832,-20,0.07
1711,600316,洪都航空,25.36,3.38, 航天航空,-6.82,1711,-1446,3.38,1.13,758,-559,22.45,2.24,632,-378,37.90,1.67,390,-223,39.19
1712,600420,现代制药,21.50,-0.88, 医药行业,-6.83,1712,-1235,-0.88,-3.51,1683,+493,1.03,-4.87,2073,-237,1.90,-2.24,1388,+27,-1.10
1713,002346,柘中建设,11.70,-1.43, 水泥建材,-6.86,1713,-1669,-1.43,-2.97,1594,-1583,-1.43,-2.97,1811,-1803,-1.43,-0.80,1053,-889,16.65
1714,600770,综艺股份,9.80,-0.10, 综合行业,-6.88,1714,+449,-0.10,-5.08,1902,-92,1.34,-4.28,1996,+14,4.14,-4.44,1890,-23,1.14
