O,S,N,P,R,IN,AA,TDI,TDO,TDN,TDP,DI,DO,DN,DP,MI,MO,MN,MP,SI,SO,SN,SP
O,S,N,P,R,InNet,Aggregate Auction,TeDa,TeDa,TeDa,TeDa,Da,Da,Da,Da,Middle,Middle,Middle,Middle,Small,Small,Small,Small
序,代码,名称,最新,涨幅%,主力净流入,集合竞价,超大单流入,超大单流出,超大单净额,超大单净占比%,大单流入,大单流出,大单净额,大单净占比%,中单流入,中单流出,中单净额,中单净占比%,小单流入,小单流出,小单净额,小单净占比%
2133,002379,鲁丰环保,4.41,0.00,-1462万,357,197万,-782万,-585万,-2.77,3700万,-4577万,-877万,-4.16,8198万,-8701万,-504万,-2.39,8632万,-6667万,1966万,9.32
2134,300190,维尔利,28.46,0.00,-1462万,540,144万,-550万,-406万,-4.41,1481万,-2537万,-1056万,-11.48,3986万,-3881万,106万,1.15,3052万,-1696万,1357万,14.74
2135,002700,新疆浩源,21.58,-0.92,-1479万,198,170万,-638万,-468万,-4.62,1826万,-2837万,-1011万,-9.97,4492万,-4209万,283万,2.79,3449万,-2253万,1196万,11.79
2136,002390,信邦制药,21.61,-2.22,-1488万,175,1653万,-2982万,-1329万,-5.66,6951万,-7110万,-159万,-0.68,8465万,-9106万,-641万,-2.73,6249万,-4119万,2129万,9.06
2137,000695,滨海能源,14.55,-1.82,-1490万,90,90万,-189万,-99万,-1.29,754万,-2145万,-1391万,-18.16,3628万,-3160万,468万,6.11,3100万,-2078万,1022万,13.34
2138,000650,仁和药业,5.45,-0.37,-1491万,43,473万,-1625万,-1152万,-13.78,2606万,-2945万,-339万,-4.06,3006万,-2200万,806万,9.65,2212万,-1528万,685万,8.19
2139,000831,五矿稀土,24.42,0.74,-1493万,268,2061万,-3327万,-1266万,-3.98,1.19亿,-1.21亿,-227万,-0.71,1.05亿,-1.03亿,157万,0.49,7118万,-5782万,1336万,4.20
2140,000638,万方发展,5.83,-0.85,-1502万,61,126万,-513万,-387万,-6.95,1025万,-2140万,-1115万,-20.03,2493万,-1784万,709万,12.73,1863万,-1070万,793万,14.24
2141,002424,贵州百灵,35.10,-1.10,-1503万,109,270万,-997万,-727万,-8.77,1545万,-2321万,-776万,-9.37,3710万,-3113万,597万,7.21,2648万,-1743万,905万,10.93
2142,600468,百利电气,12.31,-1.36,-1504万,14,0万,-123万,-123万,-1.73,910万,-2292万,-1382万,-19.49,3456万,-2807万,649万,9.16,2706万,-1851万,855万,12.07
2143,000099,中信海直,9.89,0.10,-1505万,355,166万,-496万,-330万,-1.84,3577万,-4752万,-1175万,-6.57,8003万,-7338万,665万,3.72,5787万,-4947万,840万,4.70
2144,300203,聚光科技,17.16,0.06,-1509万,52,0万,-692万,-692万,-5.83,2038万,-2856万,-818万,-6.89,4659万,-5641万,-982万,-8.28,5120万,-2629万,2491万,20.99
2145,300379,东方通,75.45,-2.77,-1509万,226,320万,-485万,-165万,-2.09,1680万,-3024万,-1344万,-17.06,3088万,-2554万,534万,6.77,2549万,-1573万,976万,12.38
2146,600262,北方股份,18.53,-1.70,-1516万,61,374万,-875万,-502万,-5.56,1180万,-2195万,-1015万,-11.25,3748万,-3529万,219万,2.43,3655万,-2358万,1297万,14.38
2147,002269,美邦服饰,9.52,0.42,-1518万,282,337万,-2450万,-2113万,-14.11,4398万,-3804万,595万,3.97,5902万,-5227万,675万,4.51,4051万,-3208万,843万,5.63
2148,000401,冀东水泥,8.76,0.23,-1523万,525,1261万,-2389万,-1128万,-5.26,7321万,-7715万,-395万,-1.84,7215万,-7133万,81万,0.38,5116万,-3675万,1441万,6.72
2149,002617,露笑科技,28.13,-0.88,-1527万,282,482万,-1246万,-764万,-5.92,1752万,-2515万,-763万,-5.92,5381万,-5239万,142万,1.10,4991万,-3606万,1385万,10.74
2150,002711,欧浦钢网,38.19,-1.32,-1536万,117,225万,-210万,14万,0.13,1559万,-3109万,-1550万,-14.33,4627万,-4508万,119万,1.10,4291万,-2874万,1417万,13.09
2151,300347,泰格医药,32.29,-1.55,-1536万,46,0万,-134万,-134万,-1.69,1052万,-2454万,-1402万,-17.64,3790万,-3653万,137万,1.72,3057万,-1657万,1400万,17.61
2152,600252,中恒集团,13.01,0.31,-1540万,641,2188万,-2236万,-48万,-0.23,6434万,-7927万,-1492万,-7.04,6490万,-6970万,-480万,-2.26,5448万,-3428万,2020万,9.53
2153,600546,山煤国际,4.41,0.68,-1541万,69,1065万,-1833万,-769万,-4.75,4435万,-5208万,-773万,-4.78,6209万,-5714万,495万,3.06,4404万,-3357万,1047万,6.47
2154,300164,通源石油,13.33,-0.60,-1546万,108,472万,-622万,-149万,-1.72,1624万,-3021万,-1397万,-16.09,3871万,-3496万,375万,4.32,2605万,-1434万,1171万,13.49
2155,000795,太原刚玉,10.57,-0.28,-1548万,102,3万,-621万,-618万,-8.39,1879万,-2809万,-930万,-12.64,2922万,-2543万,379万,5.15,2457万,-1287万,1169万,15.88
2156,601890,亚星锚链,10.37,3.08,-1553万,12,469万,-941万,-472万,-2.59,4439万,-5519万,-1080万,-5.92,7875万,-6618万,1257万,6.89,5459万,-5163万,296万,1.62
2157,600189,吉林森工,8.47,0.47,-1556万,199,60万,-675万,-616万,-4.47,2751万,-3691万,-940万,-6.82,5833万,-4784万,1049万,7.61,4939万,-4432万,507万,3.68
2158,002709,天赐材料,37.88,-0.63,-1565万,177,0万,-848万,-848万,-7.66,2557万,-3274万,-717万,-6.47,5071万,-4437万,635万,5.73,3246万,-2316万,930万,8.40
2159,600545,新疆城建,8.79,-0.57,-1566万,105,1740万,-1660万,80万,0.35,5807万,-7453万,-1646万,-7.15,9327万,-8397万,930万,4.04,6035万,-5399万,636万,2.76
2160,000752,西藏发展,10.93,-0.73,-1568万,93,240万,-705万,-465万,-4.54,2209万,-3312万,-1103万,-10.77,4464万,-3985万,479万,4.67,3241万,-2151万,1089万,10.63
2161,002341,新纶科技,20.54,-0.58,-1569万,93,124万,-717万,-593万,-6.96,3347万,-4323万,-976万,-11.45,3555万,-2405万,1150万,13.50,1400万,-981万,418万,4.91
2162,300170,汉得信息,13.91,-2.11,-1569万,244,887万,-1921万,-1034万,-4.75,4971万,-5506万,-535万,-2.46,9182万,-9501万,-319万,-1.46,6492万,-4604万,1888万,8.67
2163,600515,海岛建设,8.86,0.34,-1571万,147,2181万,-4249万,-2067万,-6.01,10000万,-9503万,497万,1.44,1.41亿,-1.26亿,1489万,4.33,8001万,-7920万,82万,0.24
2164,002314,雅致股份,5.25,-1.32,-1574万,117,105万,-646万,-540万,-8.22,609万,-1643万,-1034万,-15.73,2378万,-2202万,176万,2.68,3361万,-1963万,1398万,21.27
2165,600285,羚锐制药,8.50,-0.70,-1578万,105,1577万,-1055万,522万,2.37,4248万,-6348万,-2100万,-9.53,9012万,-8725万,288万,1.31,7091万,-5801万,1290万,5.85
2166,603126,中材节能,15.33,-0.39,-1580万,105,508万,-983万,-475万,-2.47,3256万,-4361万,-1105万,-5.73,7793万,-7374万,419万,2.17,7623万,-6462万,1161万,6.02
2167,300052,中青宝,30.89,0.62,-1581万,579,7579万,-5920万,1659万,3.76,1.15亿,-1.48亿,-3241万,-7.35,1.44亿,-1.46亿,-257万,-0.58,9997万,-8158万,1839万,4.17
2168,600630,龙头股份,10.72,-0.28,-1591万,63,1.10亿,-1.02亿,825万,3.00,4609万,-7026万,-2417万,-8.79,7212万,-6455万,757万,2.75,4625万,-3791万,834万,3.03
2169,000921,海信科龙,9.09,-0.33,-1593万,122,135万,-480万,-345万,-4.61,1729万,-2977万,-1248万,-16.67,3405万,-2411万,994万,13.28,2096万,-1497万,599万,8.00
2170,002366,丹甫股份,32.00,-1.39,-1594万,342,754万,-2057万,-1303万,-6.74,6241万,-6531万,-291万,-1.50,7417万,-6176万,1241万,6.42,4577万,-4224万,353万,1.83
2171,600063,皖维高新,3.15,-0.63,-1596万,100,239万,-1165万,-926万,-9.88,2418万,-3088万,-670万,-7.14,3720万,-2921万,799万,8.52,2899万,-2102万,797万,8.50
2172,300340,科恒股份,20.40,-1.26,-1598万,126,473万,-1803万,-1331万,-14.32,2231万,-2498万,-267万,-2.88,3836万,-3307万,529万,5.69,2624万,-1555万,1069万,11.51
2173,000856,冀东装备,8.25,-1.79,-1599万,170,41万,-292万,-251万,-3.62,994万,-2342万,-1348万,-19.45,3081万,-2616万,464万,6.70,2647万,-1512万,1135万,16.37
2174,002437,誉衡药业,56.41,-0.25,-1599万,124,357万,-622万,-265万,-2.10,3042万,-4377万,-1334万,-10.58,4939万,-4490万,448万,3.56,4130万,-2979万,1151万,9.13
2175,000620,新华联,6.02,-0.33,-1605万,126,0万,-566万,-566万,-7.05,1540万,-2579万,-1039万,-12.94,3147万,-2974万,172万,2.15,3213万,-1781万,1432万,17.84
2176,300206,理邦仪器,21.90,-3.01,-1606万,176,112万,-441万,-328万,-3.93,2098万,-3376万,-1278万,-15.29,3438万,-3132万,306万,3.66,2532万,-1232万,1300万,15.56
2177,300101,振芯科技,27.14,-0.33,-1606万,268,749万,-1855万,-1107万,-6.80,4583万,-5083万,-500万,-3.07,6846万,-6025万,822万,5.05,3819万,-3035万,785万,4.82
2178,000501,鄂武商Ａ,13.15,0.38,-1608万,161,0万,-172万,-172万,-2.02,2237万,-3674万,-1437万,-16.93,3722万,-2954万,769万,9.06,2367万,-1527万,840万,9.89
2179,000031,中粮地产,5.32,-2.39,-1609万,989,2477万,-3145万,-669万,-2.22,8433万,-9374万,-941万,-3.13,1.04亿,-1.05亿,-129万,-0.43,7835万,-6096万,1738万,5.78
2180,002078,太阳纸业,4.01,0.75,-1611万,362,892万,-1311万,-420万,-2.29,3079万,-4270万,-1191万,-6.49,6601万,-6104万,497万,2.71,7423万,-6310万,1114万,6.07
2181,300383,光环新网,49.06,-2.08,-1613万,110,201万,-364万,-163万,-1.64,1225万,-2674万,-1450万,-14.55,4668万,-4450万,218万,2.19,3762万,-2367万,1394万,13.99
2182,002179,中航光电,24.86,-2.13,-1613万,169,243万,-1069万,-826万,-4.90,4013万,-4800万,-787万,-4.67,6778万,-7134万,-356万,-2.11,5653万,-3684万,1970万,11.67
2183,600820,隧道股份,6.03,1.17,-1618万,348,6350万,-6929万,-578万,-0.97,1.57亿,-1.67亿,-1039万,-1.75,2.12亿,-1.99亿,1320万,2.22,1.59亿,-1.56亿,297万,0.50
2184,600773,西藏城投,12.18,-1.06,-1619万,52,365万,-722万,-357万,-2.52,3837万,-5099万,-1262万,-8.91,5782万,-4899万,883万,6.23,4136万,-3400万,736万,5.19
2185,600634,中技控股,16.82,-2.32,-1622万,319,898万,-1740万,-841万,-3.73,6879万,-7660万,-781万,-3.46,8932万,-7949万,983万,4.35,5549万,-4909万,640万,2.83
2186,000590,紫光古汉,14.92,-1.91,-1623万,58,317万,-1143万,-826万,-12.20,1447万,-2244万,-796万,-11.75,2497万,-2010万,486万,7.18,2455万,-1319万,1136万,16.77
2187,002281,光迅科技,37.91,-0.97,-1630万,185,435万,-820万,-385万,-3.91,2112万,-3357万,-1245万,-12.64,4818万,-3810万,1007万,10.23,2297万,-1674万,623万,6.32
2188,600521,华海药业,13.16,-0.75,-1630万,10,831万,-1794万,-963万,-7.53,3801万,-4467万,-667万,-5.21,5305万,-4202万,1103万,8.62,2847万,-2320万,528万,4.12
2189,002312,三泰电子,27.00,-0.07,-1632万,117,33万,-595万,-562万,-6.70,2003万,-3073万,-1070万,-12.74,3960万,-3262万,698万,8.32,2281万,-1347万,934万,11.13
2190,300226,上海钢联,47.46,-1.90,-1644万,288,648万,-1412万,-764万,-6.24,2724万,-3604万,-880万,-7.19,4878万,-4468万,410万,3.35,3692万,-2458万,1234万,10.08
2191,300162,雷曼光电,25.17,-4.19,-1649万,863,914万,-1359万,-445万,-2.54,3928万,-5131万,-1204万,-6.87,6207万,-6057万,151万,0.86,5607万,-4109万,1498万,8.55
2192,000922,佳电股份,14.95,-0.47,-1658万,901,3059万,-2922万,136万,0.37,1.12亿,-1.30亿,-1794万,-4.90,1.30亿,-1.26亿,443万,1.21,8449万,-7233万,1215万,3.32
2193,300333,兆日科技,25.83,-0.96,-1659万,290,280万,-1008万,-729万,-6.07,2211万,-3141万,-930万,-7.74,5130万,-4990万,141万,1.17,4096万,-2578万,1518万,12.64
2194,002018,华星化工,9.03,0.22,-1659万,174,146万,-473万,-327万,-2.83,2764万,-4096万,-1333万,-11.56,5262万,-4578万,684万,5.93,3174万,-2199万,975万,8.46
2195,300198,纳川股份,8.13,-0.25,-1661万,111,0万,-809万,-809万,-11.19,903万,-1755万,-852万,-11.79,4072万,-3145万,927万,12.82,2142万,-1409万,734万,10.15
2196,002664,信质电机,35.30,-0.87,-1672万,185,0万,-444万,-444万,-8.25,673万,-1901万,-1228万,-22.85,2088万,-1602万,486万,9.04,2424万,-1238万,1186万,22.07
2197,300191,潜能恒信,24.53,-1.37,-1673万,481,0万,-262万,-262万,-2.10,2105万,-3516万,-1411万,-11.30,5087万,-5362万,-275万,-2.21,4807万,-2859万,1949万,15.61
2198,603100,川仪股份,14.81,-1.59,-1674万,113,291万,-1581万,-1291万,-7.60,3015万,-3398万,-383万,-2.26,7430万,-6936万,494万,2.91,6135万,-4955万,1180万,6.95
2199,601888,中国国旅,38.32,-0.34,-1677万,39,370万,-794万,-424万,-3.33,2169万,-3422万,-1253万,-9.83,4523万,-5578万,-1054万,-8.27,5643万,-2912万,2731万,21.43
2200,600595,中孚实业,5.25,0.38,-1686万,60,532万,-1190万,-658万,-4.17,3648万,-4676万,-1028万,-6.52,6027万,-5508万,519万,3.29,5512万,-4345万,1167万,7.39
2201,600668,尖峰集团,12.30,0.33,-1691万,35,904万,-1795万,-891万,-6.01,4546万,-5345万,-800万,-5.39,5913万,-5053万,860万,5.80,3432万,-2602万,830万,5.60
2202,603099,长白山,16.95,9.99,-1695万,19362,4541万,-1.10亿,-6478万,-13.71,6052万,-1270万,4782万,10.12,6484万,-680万,5804万,12.28,1.08亿,-1.49亿,-4108万,-8.69
2203,300098,高新兴,23.91,-2.01,-1698万,42,118万,-457万,-339万,-4.08,1637万,-2996万,-1359万,-16.38,3823万,-2885万,938万,11.30,2676万,-1917万,760万,9.15
2204,300247,桑乐金,10.72,-1.20,-1699万,183,15万,-677万,-662万,-5.77,1566万,-2603万,-1037万,-9.05,3809万,-4207万,-398万,-3.47,5887万,-3791万,2097万,18.29
2205,002219,恒康医疗,22.95,0.22,-1706万,190,398万,-1414万,-1016万,-7.04,4632万,-5322万,-690万,-4.77,5765万,-4981万,784万,5.43,3453万,-2531万,922万,6.38
2206,002411,九九久,9.09,-0.76,-1710万,73,0万,-652万,-652万,-7.93,2392万,-3450万,-1058万,-12.87,3368万,-2945万,423万,5.14,2388万,-1101万,1287万,15.65
2207,300097,智云股份,21.39,-1.61,-1712万,662,801万,-1176万,-375万,-1.88,3108万,-4445万,-1337万,-6.69,8324万,-8312万,12万,0.06,7083万,-5383万,1700万,8.51
2208,600743,华远地产,3.30,-1.79,-1716万,56,899万,-2987万,-2088万,-24.60,1981万,-1609万,372万,4.39,2848万,-1884万,964万,11.36,2701万,-1949万,752万,8.86
2209,002484,江海股份,18.55,-1.38,-1719万,79,105万,0万,105万,1.18,1088万,-2913万,-1825万,-20.51,3602万,-3656万,-54万,-0.61,4016万,-2242万,1774万,19.94
2210,000758,中色股份,11.69,0.86,-1719万,228,803万,-1853万,-1050万,-4.51,6591万,-7261万,-669万,-2.88,8726万,-8327万,399万,1.72,6904万,-5584万,1320万,5.68
2211,000753,漳州发展,6.05,-1.94,-1720万,289,1075万,-2704万,-1630万,-9.91,4228万,-4319万,-90万,-0.55,6260万,-5750万,509万,3.10,4579万,-3369万,1211万,7.36
2212,300040,九洲电气,7.44,-2.23,-1734万,430,151万,-1502万,-1350万,-9.68,2734万,-3118万,-383万,-2.75,5251万,-5076万,175万,1.26,5377万,-3819万,1559万,11.18
2213,002527,新时达,19.17,-0.57,-1735万,121,0万,-574万,-574万,-7.12,761万,-1922万,-1162万,-14.42,3490万,-3529万,-39万,-0.49,3679万,-1905万,1775万,22.02
2214,002254,泰和新材,11.02,-0.54,-1748万,126,309万,-524万,-215万,-1.77,1764万,-3297万,-1533万,-12.57,5213万,-4635万,578万,4.74,4780万,-3610万,1170万,9.60
2215,002008,大族激光,20.27,0.55,-1753万,543,3882万,-5757万,-1875万,-4.75,1.27亿,-1.26亿,122万,0.31,1.26亿,-1.30亿,-437万,-1.11,9694万,-7504万,2190万,5.55
2216,002448,中原内配,14.49,-1.02,-1755万,117,874万,-1891万,-1017万,-8.49,2220万,-2957万,-738万,-6.16,5378万,-4866万,512万,4.27,3378万,-2134万,1243万,10.38
2217,000656,金科股份,9.64,-1.63,-1757万,86,0万,-237万,-237万,-2.46,1942万,-3463万,-1520万,-15.79,4481万,-3739万,742万,7.71,3118万,-2103万,1015万,10.54
2218,600661,新南洋,29.79,-2.49,-1760万,130,167万,-668万,-501万,-5.34,1608万,-2867万,-1259万,-13.42,3767万,-2958万,809万,8.63,3707万,-2757万,950万,10.13
2219,002198,嘉应制药,9.68,-0.21,-1770万,133,688万,-1398万,-710万,-4.53,2929万,-3989万,-1059万,-6.76,6114万,-5568万,546万,3.48,5795万,-4571万,1224万,7.81
2220,600037,歌华有线,12.69,-0.86,-1773万,83,640万,-730万,-90万,-0.36,6368万,-8051万,-1683万,-6.68,1.35亿,-1.03亿,3173万,12.59,4626万,-6026万,-1400万,-5.56
2221,300355,蒙草抗旱,15.36,-0.45,-1777万,338,205万,-1228万,-1024万,-7.77,3781万,-4535万,-754万,-5.72,5389万,-4742万,647万,4.91,3468万,-2337万,1131万,8.58
2222,603328,依顿电子,27.01,-1.39,-1781万,28,218万,-1306万,-1088万,-5.92,3796万,-4490万,-693万,-3.77,7655万,-7135万,521万,2.83,6683万,-5423万,1261万,6.86
2223,002595,豪迈科技,26.48,-0.82,-1796万,360,1007万,-1447万,-440万,-2.58,2625万,-3980万,-1356万,-7.95,6759万,-6445万,314万,1.84,6307万,-4826万,1481万,8.68
2224,002480,新筑股份,9.20,-0.65,-1796万,61,298万,-1277万,-980万,-12.60,2111万,-2928万,-816万,-10.49,3154万,-2316万,838万,10.77,2155万,-1197万,958万,12.32
2225,600027,华电国际,3.89,0.26,-1805万,120,1287万,-1000万,287万,1.91,2801万,-4894万,-2092万,-13.92,3582万,-4691万,-1109万,-7.38,7235万,-4321万,2914万,19.39
2226,000156,华数传媒,31.92,-1.45,-1812万,307,166万,-1211万,-1045万,-8.39,2953万,-3719万,-767万,-6.15,4956万,-4715万,241万,1.93,4079万,-2508万,1571万,12.60
2227,002505,大康牧业,14.57,-0.48,-1812万,198,894万,-1991万,-1098万,-9.11,2121万,-2835万,-714万,-5.93,5199万,-4458万,740万,6.14,3617万,-2545万,1072万,8.90
2228,000923,河北宣工,8.93,-1.54,-1812万,185,0万,-55万,-55万,-0.72,1404万,-3162万,-1757万,-23.20,3247万,-2623万,625万,8.25,2738万,-1551万,1188万,15.68
2229,000792,盐湖股份,18.45,-0.49,-1814万,332,374万,-1070万,-696万,-4.52,2816万,-3934万,-1118万,-7.26,6117万,-5700万,417万,2.71,5754万,-4357万,1397万,9.07
2230,002586,围海股份,13.14,-0.90,-1816万,88,4万,-481万,-477万,-8.09,710万,-2048万,-1339万,-22.71,2994万,-2221万,773万,13.11,2099万,-1056万,1043万,17.69
2231,300169,天晟新材,12.00,-1.48,-1823万,421,0万,-600万,-600万,-7.07,2271万,-3494万,-1223万,-14.42,3710万,-2588万,1121万,13.22,2081万,-1379万,701万,8.27
2232,002296,辉煌科技,31.80,-1.91,-1825万,83,336万,-615万,-279万,-2.90,1711万,-3256万,-1545万,-16.03,4229万,-3684万,545万,5.66,3279万,-2000万,1279万,13.27
2233,601186,中国铁建,5.20,0.58,-1825万,58,2635万,-2155万,481万,3.00,3189万,-5495万,-2306万,-14.38,5537万,-5212万,325万,2.03,4614万,-3114万,1500万,9.36
2234,600201,金宇集团,32.36,-0.31,-1826万,516,428万,-2543万,-2115万,-18.97,3629万,-3341万,289万,2.59,3815万,-2795万,1020万,9.15,2760万,-1954万,806万,7.23
2235,300073,当升科技,21.59,-2.79,-1828万,22,664万,-1783万,-1119万,-11.14,3154万,-3863万,-709万,-7.06,3788万,-2990万,798万,7.94,2417万,-1387万,1030万,10.25
2236,600071,凤凰光学,15.40,-1.79,-1828万,40,693万,-1274万,-581万,-4.47,2205万,-3453万,-1247万,-9.60,5364万,-4878万,486万,3.74,4688万,-3346万,1342万,10.33
2237,601398,工商银行,3.61,0.56,-1833万,282,8825万,-1.18亿,-2941万,-8.36,9526万,-8418万,1108万,3.15,1.04亿,-8272万,2136万,6.07,6122万,-6424万,-303万,-0.86
2238,002310,东方园林,18.37,-0.16,-1834万,277,511万,-639万,-128万,-0.95,2945万,-4651万,-1705万,-12.61,5117万,-5155万,-38万,-0.28,4669万,-2797万,1872万,13.84
2239,002138,顺络电子,22.19,0.36,-1841万,327,2051万,-2194万,-143万,-0.48,9623万,-1.13亿,-1697万,-5.68,1.26亿,-1.16亿,1036万,3.47,5280万,-4475万,804万,2.69
2240,000889,茂业物流,8.22,-1.79,-1841万,175,112万,-1588万,-1477万,-16.49,1269万,-1633万,-364万,-4.07,3899万,-3717万,182万,2.03,3498万,-1840万,1658万,18.52
2241,000571,新大洲Ａ,5.05,-1.56,-1847万,312,362万,-2073万,-1712万,-11.48,3558万,-3694万,-136万,-0.91,5248万,-4818万,430万,2.89,5419万,-4002万,1417万,9.51
2242,002640,百圆裤业,44.88,-0.62,-1847万,540,739万,-1526万,-787万,-3.71,4560万,-5621万,-1061万,-5.01,8771万,-8114万,658万,3.10,6562万,-5373万,1190万,5.61
2243,002600,江粉磁材,12.01,-0.33,-1847万,213,81万,-560万,-479万,-2.52,3526万,-4895万,-1369万,-7.20,8075万,-7947万,128万,0.67,7104万,-5384万,1720万,9.05
2244,002405,四维图新,21.49,-0.60,-1852万,1052,7822万,-7676万,146万,0.28,1.58亿,-1.78亿,-1998万,-3.90,1.71亿,-1.72亿,-109万,-0.21,9502万,-7541万,1961万,3.83
2245,002165,红 宝 丽,6.49,0.62,-1860万,406,240万,-1213万,-973万,-5.81,3999万,-4886万,-887万,-5.30,6666万,-5633万,1032万,6.17,5431万,-4603万,828万,4.95
2246,002278,神开股份,11.73,-0.76,-1864万,213,120万,-797万,-677万,-7.46,1392万,-2578万,-1187万,-13.08,3892万,-3393万,499万,5.50,3454万,-2089万,1365万,15.05
2247,000100,TCL 集团,2.63,0.00,-1872万,1094,1.74亿,-1.81亿,-694万,-1.04,1.80亿,-1.92亿,-1178万,-1.77,1.75亿,-1.57亿,1874万,2.81,1.26亿,-1.26亿,-2万,-0.00
2248,002368,太极股份,41.32,-1.03,-1873万,93,312万,-1459万,-1147万,-10.06,3634万,-4360万,-726万,-6.37,5054万,-3509万,1545万,13.55,2309万,-1981万,328万,2.88
2249,000997,新 大 陆,21.17,0.05,-1876万,172,1130万,-2721万,-1592万,-7.10,5960万,-6245万,-284万,-1.27,9951万,-8102万,1849万,8.25,5202万,-5175万,26万,0.12
2250,600352,浙江龙盛,14.71,1.52,-1882万,380,1.95亿,-2.41亿,-4578万,-5.37,2.61亿,-2.34亿,2696万,3.16,2.46亿,-2.31亿,1521万,1.78,1.46亿,-1.42亿,362万,0.42
2251,600172,黄河旋风,7.47,-0.40,-1885万,10,356万,-504万,-148万,-1.54,1332万,-3069万,-1736万,-18.00,4107万,-3359万,748万,7.75,3843万,-2706万,1136万,11.78
2252,002129,中环股份,23.94,0.00,-1890万,494,1463万,-3028万,-1564万,-7.84,7326万,-7652万,-326万,-1.63,6892万,-6271万,621万,3.11,3772万,-2502万,1270万,6.36
2253,300072,三聚环保,24.53,-0.49,-1893万,172,584万,-904万,-320万,-2.01,5377万,-6949万,-1572万,-9.86,6740万,-5787万,953万,5.98,3070万,-2131万,939万,5.89
2254,300185,通裕重工,5.57,0.72,-1895万,361,1198万,-1892万,-694万,-3.95,3377万,-4578万,-1201万,-6.84,7072万,-6264万,808万,4.60,5547万,-4461万,1086万,6.18
2255,002594,比亚迪,51.75,0.27,-1902万,236,1683万,-1676万,7万,0.04,4355万,-6265万,-1909万,-10.69,7099万,-5975万,1124万,6.29,4465万,-3687万,778万,4.36
2256,601388,怡球资源,9.12,-0.44,-1912万,110,252万,-763万,-511万,-4.04,2720万,-4121万,-1401万,-11.09,5983万,-4795万,1189万,9.41,3569万,-2846万,723万,5.72
2257,600377,宁沪高速,6.27,-0.79,-1916万,110,0万,-630万,-630万,-8.44,1325万,-2612万,-1286万,-17.24,3117万,-2482万,635万,8.51,2909万,-1628万,1281万,17.17
