O,S,N,P,R,RP,V,NV,BP,SP,RR,ER,A,PE,I,H,L,O,LC,VIX,VR,OR,OD,AvgP,IV,OV,IOVR,B1V,S1V,PB,TS,TSC,MS,MSC,R3,R6,ER3,ER6
O(rdinal),S(ymbol),N(ame),P(rice),R(aise),R(aise)P(rice),V(olumn),N(ew)V,B(uy)P(rice),S(ell)P(rice),R(ise)R(ate),E(xchange)R(ate),A(mount),PE(Price-to-earnings Ratio),I(ndustry),H(igh),L(ow),O(pen),L(ast day)C(lose),VIX(Volatility Index),V(olumn)R(atio),O(rder)R(atio),O(rder)D(ifference),AvgP,I(n)V(olumn),O(ut)V(olumn),I(n)O(ut)R(ate),B1V,S1V,PB,T(otal)S(hare),T(otal)S(hare)C(apital),M(arketable)S(hare),M(arketable)S(hare)C(apital),R3,R6,E(xchange)R(ate)3,E(xchange)R(ate)6
序,代码,名称,最新,涨幅%,涨跌,总手,现手,买入价,卖出价,涨速%,换手%,金额,市盈率,所属行业,最高,最低,开盘,昨收,振幅%,量比,委比%,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅%,6日涨幅%,3日换手%,6日换手%
2075,600521,华海药业,13.16,-0.75,-0.10,9.77万,0,13.14,13.15,-0.08,0.00,1.28亿,----, 医药行业,13.28,12.97,13.26,13.26,2.34,1.17,-38.63,-906,13.10,6.61万,3.15万,2.10,12,71,----,0,0,0,0,-1.42,3.70,3.75,6.57
2076,600289,亿阳信通,10.52,-0.75,-0.08,25.7万,0,10.50,10.53,0.00,0.00,2.69亿,----, 通讯行业,10.60,10.35,10.50,10.60,2.36,1.10,-20.68,-1323,10.47,15.3万,10.4万,1.46,81,893,----,0,0,0,0,4.68,8.68,17.91,25.10
2077,300365,恒华科技,33.11,-0.75,-0.25,9353,130,33.11,33.15,-0.09,0.00,3091万,----, 电子信息,33.46,32.82,33.36,33.36,1.92,0.78,-75.00,-306,33.05,5657,3697,1.53,30,75,----,0,0,0,0,0.82,8.13,18.02,31.75
2078,300174,元力股份,13.28,-0.75,-0.10,1.98万,204,13.27,13.28,0.00,0.00,2639万,----, 化工行业,13.59,13.19,13.31,13.38,2.99,0.80,36.74,214,13.32,1.11万,8681,1.28,38,61,----,0,0,0,0,0.68,4.57,10.29,21.78
2079,002718,友邦吊顶,59.81,-0.75,-0.45,4948,33,59.81,59.83,-0.15,0.00,2973万,----, 木业家具,60.63,59.73,60.63,60.26,1.49,0.89,-74.78,-147,60.10,2853,2095,1.36,6,3,----,0,0,0,0,1.27,5.21,12.79,24.94
2080,002712,思美传媒,51.86,-0.75,-0.39,3.43万,350,51.86,51.87,-0.04,0.00,1.78亿,----, 文化传媒,52.96,50.88,52.60,52.25,3.98,1.97,-59.50,-234,51.92,1.88万,1.55万,1.21,10,60,----,0,0,0,0,10.25,14.81,45.75,56.88
2081,600157,永泰能源,5.25,-0.76,-0.04,196万,139,5.25,5.26,0.19,0.00,10.3亿,----, 煤炭采选,5.33,5.18,5.29,5.29,2.84,0.77,-35.34,-4.25万,5.26,94.4万,102万,0.93,1812,1.92万,----,0,0,0,0,1.74,3.14,29.42,48.91
2082,300215,电科院,9.10,-0.76,-0.07,9.13万,2110,9.09,9.10,0.00,0.00,8293万,----, 输配电气,9.26,9.04,9.26,9.17,2.40,0.88,21.65,2521,9.09,5.29万,3.83万,1.38,968,1022,----,0,0,0,0,-0.55,7.69,6.24,12.69
2083,300028,金亚科技,14.30,-0.76,-0.11,16.4万,1660,14.29,14.30,0.00,0.00,2.35亿,----, 文化传媒,14.72,14.11,14.46,14.41,4.23,1.22,31.71,946,14.32,9.52万,6.90万,1.38,949,160,----,0,0,0,0,4.30,12.07,28.39,40.17
2084,002571,德力股份,13.09,-0.76,-0.10,10.3万,1405,13.08,13.09,-0.08,0.00,1.35亿,----, 玻璃陶瓷,13.29,12.94,13.21,13.19,2.65,0.81,11.64,544,13.08,5.42万,4.87万,1.11,892,151,----,0,0,0,0,2.99,7.12,24.81,36.10
2085,002411,九九久,9.09,-0.76,-0.07,9.05万,557,9.09,9.10,0.11,0.00,8221万,----, 化工行业,9.24,9.03,9.13,9.16,2.29,1.43,-3.95,-112,9.09,5.26万,3.78万,1.39,1,375,----,0,0,0,0,-0.11,4.84,9.25,16.50
2086,002278,神开股份,11.73,-0.76,-0.09,7.73万,1668,11.73,11.74,0.00,0.00,9071万,----, 机械行业,11.95,11.61,11.85,11.82,2.88,1.01,23.96,1064,11.73,4.37万,3.36万,1.30,67,388,----,0,0,0,0,1.21,4.92,13.68,23.22
2087,000727,华东科技,7.81,-0.76,-0.06,11.8万,2079,7.80,7.81,-0.13,0.00,9236万,----, 电子元件,7.95,7.77,7.80,7.87,2.29,0.72,20.18,1540,7.85,6.03万,5.74万,1.05,2100,297,----,0,0,0,0,3.03,7.28,14.14,26.22
2088,601038,一拖股份,9.02,-0.77,-0.07,11.4万,0,9.01,9.02,-0.11,0.00,1.03亿,----, 机械行业,9.10,8.89,9.09,9.09,2.31,0.50,-34.14,-2199,8.98,6.45万,4.98万,1.30,1082,220,----,0,0,0,0,-1.64,11.50,31.44,84.58
2089,600375,华菱星马,11.53,-0.77,-0.09,19.4万,128,11.52,11.53,-0.17,0.00,2.24亿,----, 汽车行业,11.74,11.40,11.72,11.62,2.93,1.05,12.89,566,11.52,11.4万,8.02万,1.42,627,395,----,0,0,0,0,3.59,8.06,13.71,22.38
2090,600329,中新药业,14.15,-0.77,-0.11,6.42万,0,14.16,14.17,-0.14,0.00,9119万,----, 医药行业,14.33,14.11,14.25,14.26,1.54,1.23,50.04,1980,14.19,3.84万,2.58万,1.49,50,44,----,0,0,0,0,-0.21,3.59,3.60,6.09
2091,300375,鹏翎股份,38.50,-0.77,-0.30,1.30万,236,38.50,38.51,-0.13,0.00,4984万,----, 汽车行业,38.95,38.15,38.95,38.80,2.06,1.04,-29.96,-80,38.41,7969,5005,1.59,20,15,----,0,0,0,0,1.32,6.15,20.47,33.85
2092,300092,科新机电,18.10,-0.77,-0.14,1.22万,543,18.09,18.10,0.06,0.00,2207万,----, 机械行业,18.39,17.82,18.21,18.24,3.12,0.94,0.01,0,18.03,7410,4830,1.53,112,91,----,0,0,0,0,-1.63,2.61,7.14,14.63
2093,002645,华宏科技,15.41,-0.77,-0.12,2.20万,305,15.41,15.42,0.06,0.00,3375万,----, 机械行业,15.57,15.20,15.51,15.53,2.38,0.96,59.27,382,15.38,1.34万,8556,1.57,6,1,----,0,0,0,0,0.33,5.69,17.20,31.84
2094,002563,森马服饰,30.99,-0.77,-0.24,9832,67,30.98,30.99,0.26,0.00,3032万,----, 纺织服装,31.32,30.58,31.27,31.23,2.37,1.23,0.36,2,30.83,6630,3203,2.07,26,177,----,0,0,0,0,2.34,5.41,5.21,7.10
2095,002260,伊 立 浦,28.30,-0.77,-0.22,1.29万,48,28.30,28.31,-0.07,0.00,3622万,----, 家电行业,28.60,27.85,28.60,28.52,2.63,1.19,58.96,440,28.17,8580,4279,2.00,549,69,----,0,0,0,0,-1.05,4.81,2.06,4.28
2096,600208,新湖中宝,3.84,-0.78,-0.03,30.0万,102,3.83,3.84,-0.26,0.00,1.15亿,----, 房地产,3.89,3.81,3.85,3.87,2.07,1.25,-30.77,-1.27万,3.85,13.5万,16.5万,0.82,1967,1819,----,0,0,0,0,0.52,2.95,1.45,2.40
2097,300209,天泽信息,19.20,-0.78,-0.15,1.72万,166,19.20,19.21,0.10,0.00,3281万,----, 电子信息,19.60,18.90,19.50,19.35,3.62,0.73,-27.48,-167,19.12,1.14万,5728,2.00,88,152,----,0,0,0,0,1.96,5.49,5.37,8.47
2098,000836,鑫茂科技,6.38,-0.78,-0.05,5.79万,283,6.38,6.39,0.00,0.00,3684万,----, 电子信息,6.40,6.30,6.40,6.43,1.56,0.79,-32.86,-1310,6.36,3.59万,2.20万,1.63,598,710,----,0,0,0,0,2.24,8.87,9.11,14.48
2099,600707,彩虹股份,8.79,-0.79,-0.07,14.1万,10,8.78,8.79,-0.11,0.00,1.24亿,----, 电子元件,8.88,8.70,8.88,8.86,2.03,1.02,34.69,2517,8.77,8.62万,5.52万,1.56,1866,785,----,0,0,0,0,-2.01,3.41,6.41,11.37
2100,600377,宁沪高速,6.27,-0.79,-0.05,12.0万,103,6.27,6.28,0.16,0.00,7461万,----, 高速公路,6.31,6.20,6.31,6.32,1.74,1.70,-18.63,-1558,6.23,7.34万,4.63万,1.59,731,744,----,0,0,0,0,2.96,6.27,0.93,1.24
2101,300142,沃森生物,41.49,-0.79,-0.33,1.44万,66,41.48,41.49,-0.02,0.00,5965万,----, 医药行业,41.93,41.22,41.82,41.82,1.70,0.71,-43.74,-152,41.48,8905,5477,1.63,26,19,----,0,0,0,0,1.94,9.44,2.95,7.00
2102,300012,华测检测,18.82,-0.79,-0.15,4.72万,1010,18.82,18.83,-0.05,0.00,8854万,----, 仪器仪表,18.93,18.63,18.89,18.97,1.58,1.25,16.35,532,18.74,3.07万,1.65万,1.85,1642,402,----,0,0,0,0,1.57,5.14,7.29,11.58
2103,000159,国际实业,8.77,-0.79,-0.07,11.4万,1712,8.77,8.78,0.00,0.00,9966万,----, 石油行业,8.84,8.72,8.82,8.84,1.36,0.94,-20.79,-1918,8.76,7.04万,4.34万,1.62,116,1748,----,0,0,0,0,0.80,4.28,9.08,14.91
2104,600681,万鸿集团,6.20,-0.80,-0.05,4.19万,20,6.20,6.21,0.00,0.00,2591万,----, 工程建设,6.27,6.14,6.25,6.25,2.08,0.76,-2.90,-174,6.19,2.66万,1.53万,1.75,287,201,----,0,0,0,0,1.81,8.77,7.80,14.40
2105,600444,国通管业,16.03,-0.80,-0.13,1.37万,19,16.03,16.13,-0.19,0.00,2194万,----, 塑胶制品,16.24,15.87,16.00,16.16,2.29,0.50,-2.83,-39,16.05,6648,7022,0.95,49,120,----,0,0,0,0,-0.56,11.86,5.85,14.19
2106,600176,中国玻纤,9.87,-0.80,-0.08,12.1万,0,9.87,9.89,-0.20,0.00,1.19亿,----, 玻璃陶瓷,9.92,9.59,9.89,9.95,3.32,1.01,-40.42,-2188,9.81,6.46万,5.65万,1.14,3,514,----,0,0,0,0,8.58,14.10,6.14,8.24
2107,002539,新都化工,14.82,-0.80,-0.12,1.75万,331,14.82,14.85,0.27,0.00,2591万,----, 化工行业,15.19,14.61,15.10,14.94,3.88,1.15,-8.55,-82,14.85,1.11万,6341,1.75,83,24,----,0,0,0,0,2.49,6.39,3.42,6.87
2108,002062,宏润建设,4.95,-0.80,-0.04,6.68万,353,4.95,4.96,0.00,0.00,3315万,----, 工程建设,5.02,4.93,4.99,4.99,1.80,1.03,3.72,439,4.97,4.53万,2.14万,2.11,1374,898,----,0,0,0,0,0.61,3.99,3.12,5.95
2109,000707,双环科技,4.98,-0.80,-0.04,12.5万,1511,4.97,4.98,0.00,0.00,6181万,----, 化工行业,5.02,4.90,5.00,5.02,2.39,1.19,-15.66,-2391,4.95,7.91万,4.57万,1.73,511,1912,----,0,0,0,0,0.00,2.05,7.23,13.95
2110,000096,广聚能源,7.41,-0.80,-0.06,10.6万,1400,7.41,7.42,0.00,0.00,7881万,----, 石油行业,7.50,7.36,7.44,7.47,1.87,0.87,-14.30,-1666,7.42,5.92万,4.71万,1.26,498,1711,----,0,0,0,0,0.68,2.63,8.19,13.98
2111,601010,文峰股份,8.60,-0.81,-0.07,23.3万,11,8.60,8.61,0.00,0.00,2.02亿,----, 商业百货,8.83,8.55,8.69,8.67,3.23,0.84,9.53,771,8.66,12.2万,11.1万,1.10,34,237,----,0,0,0,0,4.62,17.97,15.47,21.94
2112,300334,津膜科技,23.22,-0.81,-0.19,3.87万,469,23.21,23.22,0.04,0.00,8981万,----, 材料行业,23.60,22.84,23.40,23.41,3.25,0.74,-30.68,-308,23.19,2.25万,1.63万,1.38,29,294,----,0,0,0,0,2.47,14.89,14.22,28.50
2113,300234,开尔新材,15.89,-0.81,-0.13,3.99万,520,15.89,15.90,0.00,0.00,6337万,----, 材料行业,16.10,15.75,16.05,16.02,2.18,0.60,37.37,684,15.87,2.58万,1.42万,1.82,280,416,----,0,0,0,0,2.85,6.86,14.15,27.48
2114,300004,南风股份,40.49,-0.81,-0.33,1.54万,120,40.48,40.49,0.02,0.00,6258万,----, 机械行业,41.12,40.40,40.69,40.82,1.76,1.75,-10.94,-33,40.65,8611,6786,1.27,70,8,----,0,0,0,0,-3.55,-2.43,3.57,4.33
2115,002684,猛狮科技,26.91,-0.81,-0.22,1.44万,170,26.91,26.92,0.26,0.00,3853万,----, 电子元件,27.27,26.70,27.20,27.13,2.10,0.69,10.17,59,26.85,8826,5526,1.60,117,50,----,0,0,0,0,-0.55,2.20,10.80,23.07
2116,002439,启明星辰,22.11,-0.81,-0.18,4.87万,215,22.10,22.11,0.05,0.00,1.07亿,----, 电子信息,22.41,21.89,22.40,22.29,2.33,0.85,-47.27,-905,22.02,2.99万,1.88万,1.59,195,487,----,0,0,0,0,2.55,8.65,7.12,12.88
2117,000014,沙河股份,12.30,-0.81,-0.10,3.56万,392,12.30,12.31,0.16,0.00,4396万,----, 房地产,12.48,12.21,12.35,12.40,2.18,1.04,7.81,172,12.34,2.25万,1.31万,1.71,218,471,----,0,0,0,0,-1.13,2.50,4.97,10.25
2118,600633,浙报传媒,19.26,-0.82,-0.16,63.8万,103,19.26,19.27,-0.52,0.00,12.5亿,----, 文化传媒,20.17,19.11,19.60,19.42,5.46,0.75,-25.65,-743,19.56,31.6万,32.2万,0.98,63,351,----,0,0,0,0,5.77,3.60,21.68,43.30
2119,300015,爱尔眼科,26.67,-0.82,-0.22,3.24万,866,26.66,26.67,-0.07,0.00,8649万,----, 医药行业,27.06,26.47,26.93,26.89,2.19,1.05,55.59,1681,26.70,2.01万,1.22万,1.65,1016,6,----,0,0,0,0,-0.49,4.47,1.91,3.57
2120,002595,豪迈科技,26.48,-0.82,-0.22,6.48万,604,26.47,26.48,0.00,0.00,1.71亿,----, 汽车行业,26.94,25.89,26.72,26.70,3.93,1.72,1.44,19,26.30,3.62万,2.86万,1.27,70,247,----,0,0,0,0,9.92,14.91,9.92,11.30
2121,601616,广电电气,4.78,-0.83,-0.04,28.3万,128,4.78,4.79,-0.21,0.00,1.34亿,----, 输配电气,4.80,4.69,4.80,4.82,2.28,0.94,-64.84,-1.41万,4.74,15.7万,12.7万,1.24,466,1587,----,0,0,0,0,13.54,15.46,15.26,19.27
2122,600386,北巴传媒,10.75,-0.83,-0.09,6.85万,0,10.74,10.75,0.19,0.00,7340万,----, 交运物流,10.87,10.62,10.81,10.84,2.31,0.59,36.00,853,10.71,4.17万,2.68万,1.56,47,8,----,0,0,0,0,2.97,5.91,10.16,16.02
2123,600156,华升股份,5.97,-0.83,-0.05,9.70万,0,5.96,5.99,-0.17,0.00,5827万,----, 国际贸易,6.09,5.95,6.06,6.02,2.33,0.71,-30.18,-1899,6.01,6.37万,3.33万,1.92,10,468,----,0,0,0,0,8.15,13.93,15.79,19.50
2124,300317,珈伟股份,26.37,-0.83,-0.22,5.11万,503,26.36,26.37,-0.11,0.00,1.35亿,----, 电子元件,27.19,26.17,26.44,26.59,3.84,0.46,66.73,638,26.50,3.01万,2.10万,1.43,4,41,----,0,0,0,0,5.14,13.86,49.57,111.28
2125,300129,泰胜风能,13.17,-0.83,-0.11,10.1万,897,13.17,13.18,-0.08,0.00,1.33亿,----, 输配电气,13.29,12.99,13.23,13.28,2.26,0.99,-64.30,-1997,13.12,5.92万,4.18万,1.42,73,266,----,0,0,0,0,3.05,8.04,16.81,27.73
2126,002463,沪电股份,3.59,-0.83,-0.03,27.3万,1677,3.59,3.60,0.00,0.00,9788万,----, 电子元件,3.64,3.53,3.64,3.62,3.04,0.96,-15.11,-4023,3.58,16.6万,10.7万,1.55,2043,1792,----,0,0,0,0,4.06,9.45,6.18,10.10
2127,600746,江苏索普,8.31,-0.84,-0.07,6.28万,9,8.31,8.32,0.12,0.00,5208万,----, 化工行业,8.40,8.23,8.39,8.38,2.03,0.99,-15.55,-508,8.29,3.66万,2.62万,1.40,1,265,----,0,0,0,0,2.72,5.32,8.42,12.48
2128,300235,方直科技,21.22,-0.84,-0.18,6.94万,1006,21.22,21.23,0.00,0.00,1.46亿,----, 电子信息,21.51,20.82,21.31,21.40,3.22,0.91,-6.07,-113,21.09,4.06万,2.88万,1.41,220,14,----,0,0,0,0,3.36,10.64,31.38,50.76
2129,002295,精艺股份,9.45,-0.84,-0.08,6.17万,286,9.45,9.48,0.00,0.00,5845万,----, 有色金属,9.58,9.30,9.52,9.53,2.94,1.68,47.85,763,9.47,2.98万,3.20万,0.93,432,31,----,0,0,0,0,-0.53,2.49,7.91,13.54
2130,603288,海天味业,38.54,-0.85,-0.33,5.35万,1,38.51,38.52,0.10,0.00,2.08亿,----, 食品行业,39.79,38.15,39.00,38.87,4.22,1.20,49.84,155,38.95,2.74万,2.62万,1.05,4,9,----,0,0,0,0,-0.62,8.08,8.28,18.53
2131,600784,鲁银投资,5.80,-0.85,-0.05,9.50万,0,5.80,5.81,-0.17,0.00,5517万,----, 钢铁行业,5.87,5.77,5.85,5.85,1.71,0.93,-7.38,-957,5.80,6.18万,3.33万,1.86,945,1665,----,0,0,0,0,0.69,3.39,6.94,12.18
2132,600560,金自天正,11.64,-0.85,-0.10,4.79万,0,11.63,11.65,-0.34,0.00,5556万,----, 机械行业,11.75,11.51,11.71,11.74,2.04,0.77,5.38,123,11.61,2.65万,2.14万,1.24,577,67,----,0,0,0,0,0.69,5.24,7.16,16.03
2133,300253,卫宁软件,44.10,-0.85,-0.38,4.76万,691,44.10,44.14,0.18,0.00,2.10亿,----, 电子信息,44.64,43.96,44.51,44.48,1.53,0.92,-26.31,-176,44.13,3.22万,1.54万,2.09,225,12,----,0,0,0,0,-1.30,-3.08,12.21,21.97
2134,002013,中航机电,19.88,-0.85,-0.17,13.6万,1673,19.87,19.88,0.00,0.00,2.71亿,----, 航天航空,20.34,19.60,19.91,20.05,3.69,0.68,47.80,1660,19.85,8.17万,5.48万,1.49,1185,302,----,0,0,0,0,0.15,14.71,19.08,39.01
2135,000898,鞍钢股份,3.51,-0.85,-0.03,30.7万,1070,3.51,3.52,0.00,0.00,1.07亿,----, 钢铁行业,3.53,3.46,3.53,3.54,1.98,1.49,-13.24,-5920,3.49,18.6万,12.1万,1.54,3961,446,----,0,0,0,0,1.74,4.78,1.66,2.17
2136,000638,万方发展,5.83,-0.85,-0.05,9.62万,214,5.82,5.83,0.00,0.00,5568万,----, 房地产,5.87,5.69,5.84,5.88,3.06,1.41,-37.47,-1296,5.79,5.73万,3.90万,1.47,186,178,----,0,0,0,0,0.52,5.62,10.09,14.17
2137,600251,冠农股份,17.22,-0.86,-0.15,6.79万,34,17.21,17.22,0.00,0.00,1.17亿,----, 农牧饲渔,17.44,17.05,17.40,17.37,2.25,1.63,11.84,184,17.20,3.64万,3.15万,1.16,260,153,----,0,0,0,0,0.82,3.86,4.69,7.64
2138,600037,歌华有线,12.69,-0.86,-0.11,19.8万,100,12.68,12.70,-0.08,0.00,2.52亿,----, 文化传媒,12.92,12.60,12.85,12.80,2.50,0.77,24.97,418,12.74,11.2万,8.56万,1.31,262,349,----,0,0,0,0,4.02,11.22,8.29,13.97
2139,002236,大华股份,27.57,-0.86,-0.24,45.1万,4455,27.57,27.58,0.00,0.00,12.4亿,----, 电子信息,27.80,27.02,27.50,27.81,2.80,1.22,18.77,697,27.42,24.6万,20.5万,1.20,1723,94,----,0,0,0,0,14.40,18.43,27.68,34.90
2140,000950,建峰化工,4.61,-0.86,-0.04,6.80万,542,4.61,4.62,0.00,0.00,3128万,----, 化工行业,4.68,4.57,4.65,4.65,2.37,0.89,22.65,2086,4.60,4.07万,2.73万,1.49,1298,1224,----,0,0,0,0,-0.22,5.73,4.16,7.48
2141,600809,山西汾酒,17.09,-0.87,-0.15,7.48万,4,17.10,17.11,-0.06,0.00,1.28亿,----, 酿酒行业,17.40,17.02,17.23,17.24,2.20,0.69,-38.43,-1040,17.16,3.60万,3.89万,0.93,0,253,----,0,0,0,0,0.65,10.26,3.32,7.17
2142,600613,神奇制药,17.03,-0.87,-0.15,3.72万,6,17.00,17.03,0.18,0.00,6320万,----, 医药行业,17.26,16.92,17.20,17.18,1.98,0.87,41.54,760,16.99,2.44万,1.28万,1.90,177,237,----,0,0,0,0,-0.29,0.35,7.81,16.99
2143,600525,长园集团,12.57,-0.87,-0.11,6.37万,0,12.57,12.58,-0.08,0.00,7994万,----, 材料行业,12.79,12.43,12.68,12.68,2.84,0.74,8.52,273,12.54,3.37万,3.01万,1.12,85,250,----,0,0,0,0,0.72,5.36,2.92,5.72
2144,300304,云意电气,37.81,-0.87,-0.33,2.42万,182,37.80,37.81,-0.11,0.00,9100万,----, 汽车行业,38.28,37.30,37.97,38.14,2.57,0.91,-34.07,-116,37.60,1.38万,1.04万,1.33,45,4,----,0,0,0,0,8.62,12.93,37.65,49.05
2145,300219,鸿利光电,13.68,-0.87,-0.12,7.99万,867,13.68,13.69,0.00,0.00,1.09亿,----, 电子元件,13.88,13.55,13.85,13.80,2.39,0.58,0.29,7,13.68,4.97万,3.02万,1.64,413,242,----,0,0,0,0,-2.70,-3.59,31.40,51.65
2146,002702,海欣食品,17.17,-0.87,-0.15,1.24万,185,17.12,17.17,-0.06,0.00,2116万,----, 食品行业,17.30,16.90,17.30,17.32,2.31,0.39,-46.56,-352,17.02,6941,5491,1.26,23,21,----,0,0,0,0,-0.17,6.05,11.22,28.11
2147,002664,信质电机,35.30,-0.87,-0.31,1.52万,525,35.29,35.30,0.00,0.00,5373万,----, 机械行业,35.66,35.01,35.66,35.61,1.83,0.55,47.21,296,35.24,8056,7190,1.12,191,132,----,0,0,0,0,0.06,2.64,9.37,21.31
2148,002230,科大讯飞,28.61,-0.87,-0.25,23.2万,1666,28.61,28.62,-0.03,0.00,6.65亿,----, 电子信息,29.12,28.36,29.09,28.86,2.63,1.22,38.34,1437,28.72,12.3万,10.8万,1.14,356,165,----,0,0,0,0,3.32,10.42,13.37,20.43
2149,600420,现代制药,21.50,-0.88,-0.19,2.25万,0,21.50,21.51,0.23,0.00,4814万,----, 医药行业,21.69,21.35,21.69,21.69,1.57,1.13,0.89,6,21.43,1.53万,7204,2.12,106,10,----,0,0,0,0,1.03,3.86,2.16,4.25
2150,300100,双林股份,9.00,-0.88,-0.08,3.32万,538,9.00,9.01,0.11,0.00,2976万,----, 汽车行业,9.09,8.88,9.07,9.08,2.31,1.07,-14.83,-431,8.97,2.21万,1.10万,2.00,374,217,----,0,0,0,0,-0.44,3.81,4.23,7.05
2151,300064,豫金刚石,7.88,-0.88,-0.07,9.57万,1170,7.88,7.89,-0.13,0.00,7516万,----, 材料行业,8.08,7.78,7.94,7.95,3.77,0.69,15.87,1200,7.85,5.62万,3.95万,1.42,71,496,----,0,0,0,0,5.49,4.37,6.92,13.00
2152,300001,特锐德,20.23,-0.88,-0.18,3.18万,149,20.23,20.24,0.00,0.00,6418万,----, 输配电气,20.61,20.02,20.50,20.41,2.89,0.83,7.09,101,20.16,2.00万,1.18万,1.70,574,52,----,0,0,0,0,-1.17,3.74,3.20,5.78
2153,002617,露笑科技,28.13,-0.88,-0.25,4.59万,827,28.13,28.14,0.04,0.00,1.29亿,----, 输配电气,28.29,27.93,28.28,28.38,1.27,0.41,46.87,799,28.10,2.64万,1.95万,1.35,195,94,----,0,0,0,0,-4.64,0.14,44.47,107.09
2154,601928,凤凰传媒,11.19,-0.89,-0.10,42.6万,10,11.19,11.20,-0.09,0.00,4.81亿,----, 文化传媒,11.53,11.13,11.46,11.29,3.54,0.72,-14.15,-4071,11.28,22.6万,20.0万,1.13,49,2560,----,0,0,0,0,1.82,4.58,29.78,51.66
2155,601801,皖新传媒,16.74,-0.89,-0.15,6.61万,19,16.73,16.74,-0.06,0.00,1.10亿,----, 文化传媒,16.96,16.49,16.87,16.89,2.78,0.34,3.39,16,16.69,4.05万,2.56万,1.58,10,14,----,0,0,0,0,2.95,9.55,4.24,11.25
2156,300286,安科瑞,26.79,-0.89,-0.24,2.28万,326,26.79,26.80,0.00,0.00,6096万,----, 仪器仪表,27.01,26.50,27.00,27.03,1.89,1.10,4.61,31,26.71,1.38万,9069,1.52,34,136,----,0,0,0,0,2.64,7.16,25.26,35.91
2157,300168,万达信息,23.49,-0.89,-0.21,5.24万,501,23.48,23.49,0.09,0.00,1.23亿,----, 电子信息,23.99,23.23,23.90,23.70,3.21,0.65,68.45,768,23.45,2.65万,2.59万,1.02,109,77,----,0,0,0,0,4.63,17.98,4.42,9.50
2158,002435,长江润发,10.03,-0.89,-0.09,2.11万,357,10.03,10.04,-0.10,0.00,2112万,----, 机械行业,10.12,9.93,10.09,10.12,1.88,0.87,-18.68,-806,10.02,1.38万,7323,1.88,113,2113,----,0,0,0,0,0.40,2.87,4.18,7.97
2159,002025,航天电器,20.05,-0.89,-0.18,9.75万,661,20.05,20.06,0.00,0.00,1.95亿,----, 电子元件,20.23,19.78,20.22,20.23,2.22,0.69,2.19,30,19.96,5.57万,4.18万,1.33,269,131,----,0,0,0,0,-0.40,10.77,12.47,24.25
2160,601799,星宇股份,19.75,-0.90,-0.18,1.54万,3,19.75,19.78,0.00,0.00,3053万,----, 汽车行业,20.16,19.61,20.00,19.93,2.76,0.88,10.61,41,19.83,9964,5429,1.84,44,9,----,0,0,0,0,-0.60,2.23,2.47,4.30
2161,600728,佳都科技,14.38,-0.90,-0.13,11.2万,143,14.35,14.36,0.00,0.00,1.61亿,----, 通讯行业,14.65,14.21,14.48,14.51,3.03,0.94,5.47,104,14.37,6.35万,4.83万,1.31,144,34,----,0,0,0,0,3.38,6.76,12.20,19.42
2162,600371,万向德农,12.08,-0.90,-0.11,7.72万,0,12.07,12.08,0.25,0.00,9331万,----, 农牧饲渔,12.27,11.97,12.24,12.19,2.46,1.28,1.54,39,12.08,4.71万,3.01万,1.56,180,16,----,0,0,0,0,0.92,4.86,11.78,18.46
2163,600222,太龙药业,7.68,-0.90,-0.07,6.37万,0,7.68,7.69,0.00,0.00,4884万,----, 医药行业,7.75,7.62,7.75,7.75,1.68,0.74,3.22,149,7.67,3.63万,2.74万,1.32,193,361,----,0,0,0,0,-0.39,5.06,4.95,9.96
2164,300270,中威电子,20.88,-0.90,-0.19,4.00万,610,20.88,20.89,0.00,0.00,8329万,----, 通讯行业,21.25,20.60,20.95,21.07,3.08,0.62,46.57,558,20.83,2.41万,1.59万,1.52,157,13,----,0,0,0,0,5.24,14.35,47.05,77.48
2165,002602,世纪华通,21.90,-0.90,-0.20,2.62万,264,21.90,21.91,-0.09,0.00,5751万,----, 塑胶制品,22.19,21.83,22.11,22.10,1.63,0.73,30.72,382,21.95,1.66万,9643,1.72,320,125,----,0,0,0,0,-2.88,6.05,7.83,16.38
2166,002586,围海股份,13.14,-0.90,-0.12,4.50万,622,13.13,13.14,0.00,0.00,5894万,----, 工程建设,13.28,13.00,13.21,13.26,2.11,1.09,50.99,2209,13.10,2.77万,1.73万,1.60,1547,250,----,0,0,0,0,-0.68,3.63,5.58,8.97
2167,002349,精华制药,21.00,-0.90,-0.19,2.44万,462,21.00,21.02,0.29,0.00,5099万,----, 医药行业,21.35,20.80,21.19,21.19,2.60,1.02,9.12,31,20.93,1.65万,7871,2.10,9,5,----,0,0,0,0,5.32,9.37,4.86,7.30
2168,002274,华昌化工,7.73,-0.90,-0.07,25.1万,2838,7.72,7.73,0.00,0.00,1.94亿,----, 化工行业,7.85,7.65,7.78,7.80,2.56,1.42,9.55,967,7.72,16.2万,8.85万,1.83,1240,946,----,0,0,0,0,2.25,6.77,15.59,23.07
